RI Zone,District,Club Name,Club Status,Current Member Count,Club ID
Zone 6,3110,Mukteshwar,Active,2,226364
Zone 6,3110,Nainital,Active,34,15453
Zone 6,3110,New Bareilly,Active,12,31839
Zone 6,3110,Orai,Active,13,15456
Zone 6,3110,Pilibhit Matrshakti,Active,15,89586
Zone 6,3110,Ram Nagar Corbett City,Active,14,77286
Zone 6,3110,Rampur,Active,35,15464
Zone 6,3110,Rohilkhand Bareilly,Active,8,76415
Zone 6,3110,Shahjahanpur,Active,13,15470
Zone 6,3110,Shahjahanpur City,Active,4,79354
Zone 6,3110,Shikohabad,Active,23,15471
Zone 6,3110,Unnao,Active,11,15476
Zone 6,3110,Unnao City,Active,25,222643
Zone 6,3110,Unnao Royal,Active,28,226956
Zone 6,3110,Vrindavan Dham,Active,5,226358
Zone 6,3120,Allahabad,Active,70,15405
Zone 6,3120,Allahabad Arihant,Active,29,228175
Zone 6,3120,Allahabad East,Active,43,15406
Zone 6,3120,Allahabad Grand,Active,79,89736
Zone 6,3120,Allahabad North,Active,54,23666
Zone 6,3120,Allahabad Royals,Active,73,90070
Zone 6,3120,Azamgarh,Active,28,15409
Zone 6,3120,Bahraich,Active,37,15410
Zone 6,3120,Ballia,Active,23,15411
Zone 6,3120,Banaras Shine,Active,129,225568
Zone 6,3120,Basti Central,Active,27,224427
Zone 6,3120,Basti Greater,Active,8,90702
Zone 6,3120,Basti Midtown,Active,38,28332
Zone 6,3120,Bhadohi,Active,17,228209
Zone 6,3120,Bhira,Active,14,226327
Zone 6,3120,Blood & Organ Donors Varanasi,Active,22,227198
Zone 6,3120,Chattarpur,Active,20,86692
Zone 6,3120,Chitrakoot Dham,Active,15,227966
Zone 6,3120,Deoria,Active,13,63515
Zone 6,3120,Deoria Sadar,Active,15,227802
Zone 6,3120,Elite Lucknow,Active,16,223092
Zone 6,3120,Faizabad,Active,76,15423
Zone 6,3120,Gola Chhoti Kashi,Active,5,74464
Zone 6,3120,Gola Muskan,Active,10,227326
Zone 6,3120,Gonda,Active,13,15428
Zone 6,3120,Gorakhpur Euphoria,Active,27,221980
Zone 6,3120,Gorakhpur Mid Town,Active,101,60168
Zone 6,3120,Greater Faizabad,Active,31,87028
Zone 6,3120,Greater Lucknow,Active,43,31224
Zone 6,3120,Kashi,Active,39,88411
Zone 6,3120,Kushinagar,Active,11,90435
Zone 6,3120,Lakhimpur Central,Active,45,63857
Zone 6,3120,Lakhimpur Jyotsna,Active,14,227409
Zone 6,3120,Lakhimpur (Kheri),Active,62,15443
Zone 6,3120,Lucknow Awadh Rajdhani,Active,39,227401
Zone 6,3120,Lucknow Baradari,Active,27,30278
Zone 6,3120,Lucknow Elegance,Active,17,228200
Zone 6,3120,Lucknow Khaas,Active,19,15445
Zone 6,3120,Lucknow West,Active,35,15446
Zone 6,3120,Maharajganj,Active,32,90072
Zone 6,3120,Mailani,Active,9,30987
Zone 6,3120,Mau Nath Bhanjan,Active,44,15450
Zone 6,3120,Mirzapur,Active,78,15451
Zone 6,3120,Mirzapur Elite,Active,49,89174
Zone 6,3120,Mirzapur Royals,Active,27,227225
Zone 6,3120,Nautanwa,Active,11,21910
Zone 6,3120,Nichlaul,Active,11,26147
Zone 6,3120,Pallia Kalan,Active,23,22633
Zone 6,3120,Pratapgarh Central,Active,9,87300
Zone 6,3120,Prayagraj,Active,49,90073
Zone 6,3120,Rae Bareli,Active,44,15462
Zone 6,3120,Renukoot,Active,40,15466
Zone 6,3120,Sitapur,Active,37,15473
Zone 6,3120,Sultanpur,Active,42,15474
Zone 6,3120,Sultanpur Transgomti,Active,24,31112
Zone 6,3120,Varanasi,Active,17,88793
Zone 6,3120,Varanasi Down Town,Active,64,66236
Zone 6,3120,Varanasi East,Active,20,26797
Zone 6,3120,Varanasi Elite,Active,33,63134
Zone 6,3120,Varanasi Ganga,Active,71,87021
Zone 6,3120,Varanasi Greater,Active,103,62374
Zone 6,3120,Varanasi Harmony,Active,9,222969
Zone 6,3120,Varanasi Kabir,Active,5,90887
Zone 6,3120,Varanasi Midtown,Active,37,15477
Zone 6,3120,Varanasi North,Active,81,28258
Zone 6,3120,Varanasi Royals,Active,107,224774
Zone 6,3120,Varanasi Rudraksha,Active,26,227185
Zone 6,3120,Varanasi Sarnath,Active,12,27662
Zone 6,3120,Varanasi Sarthak,Active,15,227186
Zone 6,3120,Varanasi Shivay,Active,19,223067
Zone 6,3120,Varanasi Shiv Ganga,Active,50,66235
Zone 6,3120,Varanasi Sunrise,Active,44,30836
Zone 6,3120,Varanasi Trinity,Active,16,228005
Zone 6,3120,Varanasi Unity,Active,22,227674
Zone 6,3120,Varanasi Varuna,Active,6,88912
Zone 6,3120,Varanasi Vrinda,Active,69,80791
Zone 7,3131,Alephata Central,Active,41,223252
Zone 7,3131,Alephata Main,Active,11,71660
Zone 7,3131,Belmondo Gahunje,Active,10,224649
Zone 7,3131,Bhigwan,Active,26,85263
Zone 7,3131,Bhor Rajgad,Active,20,50614
Zone 7,3131,Chakan,Active,55,23747
Zone 7,3131,Chakan Airport,Active,18,64314
Zone 7,3131,Dynamic Bhosari,Active,24,223119
Zone 7,3131,E-Club of Pune Diamond,Active,17,86175
Zone 7,3131,Goregaon,Active,33,57245
Zone 7,3131,Indapur Central,Active,20,226153
Zone 7,3131,Junnar Shivneri,Active,36,57365
Zone 7,3131,Kalamboli,Active,24,53737
Zone 7,3131,Kharghar Executive,Active,7,90830
Zone 7,3131,Kharghar Midtown,Active,57,73362
Zone 7,3131,Kurkumbh MIDC,Active,35,86377
Zone 7,3131,Lonavla,Active,22,15522
Zone 7,3131,Mahad,Active,53,28706
Zone 7,3131,Manchar,Active,34,60872
Zone 7,3131,Mansarovar Business Emeralds,Active,8,224290
Zone 7,3131,Maval,Active,13,91187
Zone 7,3131,Narayangaon,Active,30,15515
Zone 7,3131,Narayangaon Highway,Active,25,88081
Zone 7,3131,Panvel City,Active,12,224636
Zone 7,3131,Panvel Mahanagar,Active,12,88533
Zone 7,3131,Panvel Midtown,Active,4,71661
Zone 7,3131,Panvel Sunrise,Active,13,85306
Zone 7,3131,Pen Orion,Active,14,70636
Zone 7,3131,Pimple Saudagar Central,Active,13,226016
Zone 7,3131,Pune Airwings,Active,24,227537
Zone 7,3131,Pune Baner,Active,54,84138
Zone 7,3131,Pune Bavdhan Elite,Active,41,86020
Zone 7,3131,Pune Cosmopolitan,Active,46,86146
Zone 7,3131,Pune Deccan Gymkhana,Active,37,63454
Zone 7,3131,Pune Elegant,Active,26,226338
Zone 7,3131,Pune Far East,Active,55,30952
Zone 7,3131,Pune Hadapsar,Active,41,51498
Zone 7,3131,Pune Haveli East,Active,30,85532
Zone 7,3131,Pune Karvenagar,Active,15,27270
Zone 7,3131,Pune Kharadi,Active,18,225547
Zone 7,3131,Pune-Kothrud,Active,54,26272
Zone 7,3131,Pune Lokmanyanagar,Active,41,56935
Zone 7,3131,Pune Magarpatta Elite,Active,13,86614
Zone 7,3131,Pune Pashan,Active,47,55414
Zone 7,3131,Pune Professionals,Active,20,225170
Zone 7,3131,Pune Riverside,Active,41,26502
Zone 7,3131,Pune Royal,Active,16,86181
Zone 7,3131,Pune Sahawas,Active,40,83055
Zone 7,3131,Pune Sanskruti,Active,28,227316
Zone 7,3131,Pune Tilak Road,Active,66,26158
Zone 7,3131,Pune Westend,Active,36,52038
Zone 7,3131,Pune Yuva,Active,33,88417
Zone 7,3131,Purandar,Active,25,85705
Zone 7,3131,Raigad Fort,Active,29,224171
Zone 7,3131,Rajgurunagar,Active,42,57284
Zone 7,3131,Roha,Active,38,86435
Zone 7,3131,Roha Central,Active,13,89568
Zone 7,3131,Sarati Delight,Active,19,90061
Zone 7,3131,Shikrapur,Active,14,85534
Zone 7,3131,Supa Pargana,Active,16,223477
Zone 7,3131,Talegaon Dabhade,Active,85,29617
Zone 7,3131,Talegaon Dabhade City,Active,53,87887
Zone 7,3131,Talegaon MIDC,Active,44,81698
Zone 7,3131,Thergaon,Active,28,224643
Zone 7,3131,Walhekarwadi,Active,22,88449
Zone 7,3132,Ahilyanagar Central,Active,52,26235
Zone 7,3132,Ahmednagar Dignity,Active,23,225490
Zone 7,3132,Ahmednagar Integrity,Active,13,90228
Zone 7,3132,Ahmednagar Priyadarshini,Active,40,58525
Zone 7,3132,Ahmedpur,Active,59,26139
Zone 7,3132,Akkalkot,Active,44,67474
Zone 7,3132,Akole Central,Active,29,223068
Zone 7,3132,Aurangabad Cantonment,Active,20,82848
Zone 7,3132,Aurangabad Metro,Active,23,52027
Zone 7,3132,Aurangabad Midtown,Active,14,222047
Zone 7,3132,Aurangabad West,Active,24,80072
Zone 7,3132,Beed,Active,56,23044
Zone 7,3132,Chakur,Active,21,78756
Zone 7,3132,Chhatrapati Sambhajinagar Elite,Active,40,84691
Zone 7,3132,Chhatrapati Sambhajinagar New Town,Active,11,225795
Zone 7,3132,Dakshin Mand Karad,Active,18,227536
Zone 7,3132,Degloor Town,Active,22,227527
Zone 7,3132,Dharashiv,Active,87,26501
Zone 7,3132,E-Club of Empowering Youth,Active,8,224642
Zone 7,3132,E-Club of Solapur Elite,Active,62,87083
Zone 7,3132,Gevrai,Active,34,226831
Zone 7,3132,Jalna Elite,Active,27,223179
Zone 7,3132,Jalna Midtown,Active,143,87340
Zone 7,3132,Jamkhed City,Active,15,227002
Zone 7,3132,Jule Solapur,Active,50,85079
Zone 7,3132,Kaij,Active,18,71597
Zone 7,3132,Kalamb City,Active,57,82717
Zone 7,3132,Karjat City,Active,20,87339
Zone 7,3132,Karkamb,Active,17,86932
Zone 7,3132,Kedgaon Town,Active,12,226910
Zone 7,3132,Killari,Active,18,226160
Zone 7,3132,Koregaon,Active,11,15659
Zone 7,3132,Kurduwadi,Active,25,74762
Zone 7,3132,Latur,Active,83,15520
Zone 7,3132,Latur Horizon,Active,21,77032
Zone 7,3132,Latur Metro,Active,32,56878
Zone 7,3132,Latur Shreyas,Active,39,88502
Zone 7,3132,Lonand,Active,19,15521
Zone 7,3132,Madha,Active,10,84741
Zone 7,3132,Mahableshwar,Active,20,15523
Zone 7,3132,Majalgaon Central,Active,24,87975
Zone 7,3132,Majalgaon City,Active,32,81155
Zone 7,3132,Mangalwedha City,Active,21,225665
Zone 7,3132,Manohar Ambajogai,Active,20,227265
Zone 7,3132,Modnimb,Active,14,84030
Zone 7,3132,Mukhed City,Active,28,224756
Zone 7,3132,Murum City,Active,17,225892
Zone 7,3132,Nanded,Active,67,15528
Zone 7,3132,Nandigram Nanded,Active,23,86857
Zone 7,3132,Paithan,Active,17,15532
Zone 7,3132,Phaltan Taluka,Active,32,227030
Zone 7,3132,Rahuri Central,Active,25,226304
Zone 7,3132,Sangamner,Active,60,21947
Zone 7,3132,Sangola,Active,69,56934
Zone 7,3132,Satara,Active,76,15684
Zone 7,3132,Satara Camp,Active,60,15685
Zone 7,3132,Shevgaon City,Active,21,87029
Zone 7,3132,Shirdi Saibaba,Active,29,26625
Zone 7,3132,Shirwal-Khandala,Active,20,22457
Zone 7,3132,Shri Chhatrapati Sambhajinagar Rainbow,Active,12,226144
Zone 7,3132,Shrirampur,Active,30,15543
Zone 7,3132,Solapur East,Active,21,25401
Zone 7,3132,Solapur Harmony,Active,16,225575
Zone 7,3132,Solapur Metro,Active,6,73401
Zone 7,3132,Solapur-MIDC,Active,41,82386
Zone 7,3132,Solapur North East,Active,18,62736
Zone 7,3132,Solapur Pride,Active,15,224445
Zone 7,3132,Solapur Yuj,Active,8,225944
Zone 7,3132,Supa,Active,7,227007
Zone 7,3132,Tuljapur,Active,58,23723
Zone 7,3132,Vasmat,Active,11,225628
Zone 7,3132,Wadgaon Gupta,Active,13,226574
Zone 7,3132,Wadvani,Active,20,88372
Zone 7,3132,Waluj Mahanagar,Active,5,226913
Zone 4,3141,Boisar-Tarapur,Active,58,30218
Zone 4,3141,Bombay Bay View,Active,156,58247
Zone 4,3141,Bombay Cosmopolis,Active,46,226353
Zone 4,3141,Bombay Harbour,Active,43,22141
Zone 4,3141,Bombay Metropolitan,Active,39,23800
Zone 4,3141,Bombay Mid-City,Active,34,23437
Zone 4,3141,Bombay Peninsula,Active,83,27983
Zone 4,3141,Borivali Wonders,Active,19,223158
Zone 4,3141,Chembur (Mumbai),Active,17,15505
Zone 4,3141,Dahanu,Active,40,15507
Zone 4,3141,Dahanu Sea Coast,Active,19,222342
Zone 4,3141,Garden City Mumbai,Active,12,222715
Zone 4,3141,Ghodbunder Mumbai,Active,28,226243
Zone 4,3141,Lokhandwala Kandivali,Active,18,79454
Zone 4,3141,Manor Highway,Active,11,221966
Zone 4,3141,Marine Drive Mumbai,Active,32,224516
Zone 4,3141,Mulund,Active,55,15527
Zone 4,3141,Mulund Oberoi Towers,Active,35,227912
Zone 4,3141,Mumbai 101,Active,30,89987
Zone 4,3141,Mumbai 25,Active,21,226063
Zone 4,3141,Mumbai Andheri,Active,16,28164
Zone 4,3141,Mumbai Bravehearts,Active,33,91206
Zone 4,3141,Mumbai City,Active,18,225600
Zone 4,3141,Mumbai Coastline,Active,63,88143
Zone 4,3141,Mumbai Crown,Active,39,228016
Zone 4,3141,Mumbai Elegant Plus,Active,49,226411
Zone 4,3141,Mumbai Elite,Active,16,221907
Zone 4,3141,Mumbai GenX,Active,35,88412
Zone 4,3141,Mumbai Glocal,Active,40,227914
Zone 4,3141,Mumbai Goregaon West,Active,25,30863
Zone 4,3141,Mumbai Green City,Active,5,57527
Zone 4,3141,Mumbai Inspire,Active,21,222081
Zone 4,3141,Mumbai Island City,Active,42,226493
Zone 4,3141,Mumbai Juhu Elite,Active,21,225560
Zone 4,3141,Mumbai Khar,Active,25,28211
Zone 4,3141,Mumbai Lower Parel,Active,5,90095
Zone 4,3141,Mumbai Makabo,Active,17,224985
Zone 4,3141,Mumbai Mid-West,Active,20,21597
Zone 4,3141,Mumbai National Park,Active,48,224777
Zone 4,3141,Mumbai North End,Active,105,22781
Zone 4,3141,Mumbai Pioneers,Active,10,226551
Zone 4,3141,Mumbai Rising Stars,Active,47,88033
Zone 4,3141,Mumbai Sion,Active,53,15499
Zone 4,3141,Mumbai West End,Active,53,90214
Zone 4,3141,Mumbai World Towers,Active,94,226895
Zone 4,3141,Organ Donation International,Active,105,225646
Zone 4,3141,SkyCity Borivali,Active,70,226547
Zone 4,3141,Umroli,Active,34,226446
Zone 4,3141,Upper Kandivali,Active,11,222164
Zone 4,3141,Wada,Active,28,89753
Zone 4,3142,Ambarnath Heritage,Active,38,227638
Zone 4,3142,Ambarnath Industrial Area,Active,21,225502
Zone 4,3142,Ambarnath North,Active,17,87604
Zone 4,3142,Ambarnath West,Active,21,87293
Zone 4,3142,Badlapur,Active,18,87504
Zone 4,3142,Badlapur Industrial Area,Active,54,53964
Zone 4,3142,Bhiwandi,Active,31,15490
Zone 4,3142,Bhiwandi Ambadi Area,Active,17,86863
Zone 4,3142,Bhiwandi BKC,Active,17,88900
Zone 4,3142,Bhiwandi Central,Active,27,30868
Zone 4,3142,Bhiwandi Rural,Active,56,86152
Zone 4,3142,Bhiwandi South,Active,13,27509
Zone 4,3142,Diva Thane,Active,23,88576
Zone 4,3142,Dombivli City,Active,49,53966
Zone 4,3142,Dombivli Diamonds,Active,26,90258
Zone 4,3142,Dombivli Industrial Area,Active,18,27385
Zone 4,3142,Dombivli North,Active,17,79352
Zone 4,3142,Dombivli Phoenix,Active,19,225528
Zone 4,3142,Dombivli Saudamini,Active,42,85002
Zone 4,3142,Dombivli Up Town,Active,32,30547
Zone 4,3142,Dombivli West,Active,11,27251
Zone 4,3142,Dombivli Winners,Active,38,222248
Zone 4,3142,Hiranandani Ivan,Active,41,226307
Zone 4,3142,Kalyan Diamonds,Active,28,86087
Zone 4,3142,Kalyan Riverside,Active,28,81013
Zone 4,3142,Kalyan Tigers,Active,23,86298
Zone 4,3142,Namastu Navi Mumbai,Active,18,226355
Zone 4,3142,Navi Mumbai Airport City,Active,19,226106
Zone 4,3142,Navi Mumbai Bayside,Active,36,52345
Zone 4,3142,Navi Mumbai Central,Active,11,221976
Zone 4,3142,Navi Mumbai Flamingo City,Active,14,224356
Zone 4,3142,Navi Mumbai Jewels,Active,18,89775
Zone 4,3142,Navi Mumbai Joy of Giving,Active,15,226076
Zone 4,3142,Navi Mumbai Link Town Airoli,Active,28,55775
Zone 4,3142,Navi Mumbai-Palm Beach,Active,40,84127
Zone 4,3142,Navi Mumbai Paradise,Active,29,225902
Zone 4,3142,Navi Mumbai Valley Golfers,Active,22,222475
Zone 4,3142,New Regency Estate,Active,10,226313
Zone 4,3142,Palava,Active,22,88910
Zone 4,3142,Sindhunagar (Ulhasnagar),Active,10,222949
Zone 4,3142,Thana West,Active,51,15544
Zone 4,3142,Thane Aces,Active,38,90117
Zone 4,3142,Thane Amigos,Active,25,224887
Zone 4,3142,Thane Central,Active,39,29903
Zone 4,3142,Thane City,Active,16,225292
Zone 4,3142,Thane Connoisseurs,Active,16,222229
Zone 4,3142,Thane Garden City,Active,33,82480
Zone 4,3142,Thane Green City,Active,64,79433
Zone 4,3142,Thane Horizon,Active,13,89508
Zone 4,3142,Thane Lake City,Active,35,30186
Zone 4,3142,Thane Mid Town,Active,32,26976
Zone 4,3142,Thane Orion,Active,10,222950
Zone 4,3142,Thane Premium,Active,52,86092
Zone 4,3142,Thane Pride,Active,11,226368
Zone 4,3142,Thane River Side,Active,20,224900
Zone 4,3142,Thane Skyline,Active,34,82471
Zone 4,3142,Thane Stars,Active,12,226689
Zone 4,3142,Thane Urbania,Active,37,85221
Zone 4,3142,Thane Vartak Nagar,Active,22,226152
Zone 4,3142,Titwala,Active,27,88860
Zone 4,3142,Ulhasnagar City,Active,10,226868
Zone 4,3142,Ulhasnagar East,Active,16,27147
Zone 4,3142,Vithalwadi,Active,29,55856
Zone 7,3150,Aashray Warangal,Active,35,227130
Zone 7,3150,Abhyuday Hyderabad,Active,23,222293
Zone 7,3150,Amaravati Capital City,Active,23,227017
Zone 7,3150,Ameerpet Hyderabad,Active,31,56778
Zone 7,3150,Andhra Paris Tenali,Active,29,227266
Zone 7,3150,Ankura Warangal,Active,30,223279
Zone 7,3150,Armoor,Active,43,26003
Zone 7,3150,Bapatla,Active,26,22036
Zone 7,3150,Bhadrachalam,Active,58,26439
Zone 7,3150,Bhadrachalam Riverside,Active,13,222905
Zone 7,3150,Bharatiya Connect,Active,16,227201
Zone 7,3150,Bhuvanagiri,Active,58,57409
Zone 7,3150,Bhuvanagiri Central,Active,33,224650
Zone 7,3150,Bodhan,Active,20,227600
Zone 7,3150,Chandanagar-R.C. Puram,Active,27,57925
Zone 7,3150,Chilakaluripet,Active,101,15561
Zone 7,3150,Chimakurthy,Active,25,85290
Zone 7,3150,Chirala,Active,73,15562
Zone 7,3150,Cyberabad,Active,21,83078
Zone 7,3150,Darsi,Active,20,30866
Zone 7,3150,Gajwel,Active,24,83362
Zone 7,3150,Gems Nizamabad,Active,51,89179
Zone 7,3150,General Datum,Active,55,226673
Zone 7,3150,Global Champions,Active,43,223263
Zone 7,3150,Greater Hyderabad,Active,31,79552
Zone 7,3150,Greater Vinukonda,Active,41,224246
Zone 7,3150,Guntur Achievers,Active,33,224327
Zone 7,3150,Guntur Mirchi,Active,27,228039
Zone 7,3150,Guntur Prerana,Active,29,224946
Zone 7,3150,Guntur-Vikas,Active,43,57137
Zone 7,3150,Hyderabad Centennial,Active,30,68057
Zone 7,3150,Hyderabad Deccan,Active,75,26091
Zone 7,3150,Hyderabad Elite,Active,23,90440
Zone 7,3150,Hyderabad E'Woke,Active,28,224577
Zone 7,3150,Hyderabad Ilaa,Active,19,228048
Zone 7,3150,Hyderabad Mavericks,Active,51,91204
Zone 7,3150,Hyderabad Mid-Town,Active,15,21400
Zone 7,3150,Inkollu Central,Active,30,58533
Zone 7,3150,Iris Hyderabad,Active,23,228049
Zone 7,3150,Jagruti Hyderabad,Active,17,227170
Zone 7,3150,Jagtial Central,Active,12,55325
Zone 7,3150,Kamareddy,Active,36,15576
Zone 7,3150,Karimnagar,Active,25,23325
Zone 7,3150,Khammam,Active,50,15578
Zone 7,3150,Khammam Central,Active,18,222839
Zone 7,3150,Kompally Medchal,Active,13,26684
Zone 7,3150,Kothagudem,Active,25,24033
Zone 7,3150,Krishi Rajendernagar,Active,25,222755
Zone 7,3150,Kshirapuri Chirala,Active,22,82159
Zone 7,3150,LB Nagar Prerana,Active,23,227586
Zone 7,3150,Macherla,Active,50,25133
Zone 7,3150,Mahabubabad,Active,27,82598
Zone 7,3150,Mancherial,Active,11,24123
Zone 7,3150,Manjeera-Sangareddy,Active,21,57136
Zone 7,3150,Manuguru Black Diamond,Active,20,228111
Zone 7,3150,Miryalguda,Active,21,15585
Zone 7,3150,Narsampet,Active,22,57061
Zone 7,3150,Nizamabad,Active,105,15593
Zone 7,3150,Ongole Bulls,Active,20,227345
Zone 7,3150,Pangulur,Active,17,82534
Zone 7,3150,Parchur Central,Active,41,59130
Zone 7,3150,Pedanandipadu,Active,15,79554
Zone 7,3150,Piduguralla Lime City,Active,47,58639
Zone 7,3150,Ponnur,Active,60,15596
Zone 7,3150,Rainbow Vistas,Active,19,226798
Zone 7,3150,Repalle Rural,Active,19,82002
Zone 7,3150,Saampradaya Hyderabad,Active,45,87161
Zone 7,3150,Sadashivpet,Active,21,226616
Zone 7,3150,Sainikpuri Secunderabad,Active,43,88296
Zone 7,3150,Singarakonda,Active,62,58461
Zone 7,3150,Smart Hyderabad,Active,24,87439
Zone 7,3150,Tadepalli,Active,67,222758
Zone 7,3150,Tenali Vykuntapuram,Active,70,79771
Zone 7,3150,Vetapalem,Active,14,23462
Zone 7,3150,Vijayapuri Nagarjuna Sagar,Active,17,227237
Zone 7,3150,Warangal,Active,104,15618
Zone 7,3150,Warangal Central,Active,47,26688
Zone 7,3150,Zaheerabad,Active,26,26237
Zone 7,3160,Adoni,Active,40,15621
Zone 7,3160,Allagadda Sathabdhi,Active,18,69722
Zone 7,3160,Banaganapalli,Active,11,62172
Zone 7,3160,Basavakalyan,Active,29,23324
Zone 7,3160,Bellary,Active,17,15628
Zone 7,3160,Bellary Cantonment,Active,32,29057
Zone 7,3160,Bethamcherla,Active,31,53205
Zone 7,3160,Bhalki Fort,Active,39,82824
Zone 7,3160,Bidar,Active,82,15629
Zone 7,3160,Bidar Fort,Active,29,51115
Zone 7,3160,Bidar Infinite Impact,Active,15,228159
Zone 7,3160,Bidar Queens,Active,26,86045
Zone 7,3160,Challakere,Active,24,15708
Zone 7,3160,Chickjajur,Active,25,25334
Zone 7,3160,Chinmuladri Chitradurga,Active,16,89065
Zone 7,3160,Chitradurga-Fort,Active,47,30017
Zone 7,3160,Davangere,Active,40,15714
Zone 7,3160,Davangere Midtown,Active,17,23125
Zone 7,3160,Dharmavaram Mid Town,Active,33,30388
Zone 7,3160,Dhone,Active,22,56456
Zone 7,3160,Gangavathi Central,Active,24,54908
Zone 7,3160,Gangavathi Rice Bowl,Active,6,226162
Zone 7,3160,Greater Karnul,Active,11,53334
Zone 7,3160,Gudur West,Active,37,29734
Zone 7,3160,Gulbarga,Active,74,15641
Zone 7,3160,Gulbarga Midtown,Active,48,29951
Zone 7,3160,Gulbarga North,Active,45,29252
Zone 7,3160,Gulbarga Sakhi,Active,13,90344
Zone 7,3160,Gulbarga South,Active,25,88647
Zone 7,3160,Hampi Pearls,Active,51,223265
Zone 7,3160,Hindupur,Active,47,15788
Zone 7,3160,Holalkere,Active,30,15719
Zone 7,3160,Hosadurga,Active,27,228114
Zone 7,3160,Hospet,Active,128,15645
Zone 7,3160,Humnabad Elite,Active,6,225426
Zone 7,3160,Jammalamadugu,Active,28,25233
Zone 7,3160,Kadapa,Active,14,91230
Zone 7,3160,Kadiri,Active,11,88022
Zone 7,3160,Kishkinda Gangavati,Active,21,227612
Zone 7,3160,Koilkuntla,Active,15,54633
Zone 7,3160,Koppal,Active,14,15658
Zone 7,3160,Kota Town,Active,11,89975
Zone 7,3160,Kurnool New City,Active,14,62496
Zone 7,3160,Naidupet Town,Active,22,89981
Zone 7,3160,Nandyal,Active,46,15667
Zone 7,3160,Nandyal Mid Town,Active,14,83875
Zone 7,3160,Nellore,Active,42,15807
Zone 7,3160,One World D3160,Active,20,227803
Zone 7,3160,Proddatur Mid Town,Active,13,31338
Zone 7,3160,Raichur,Active,24,15677
Zone 7,3160,Raichur East,Active,18,88253
Zone 7,3160,Sandur,Active,41,15681
Zone 7,3160,Shaktinagar,Active,25,86589
Zone 7,3160,Sindhanur,Active,13,86659
Zone 7,3160,Sullurpet,Active,28,28022
Zone 7,3160,Venkatagiri Town,Active,9,88713
Zone 7,3160,Vijayanagar Heritage,Active,18,223266
Zone 7,3160,Yemmiganur,Active,16,225334
Zone 7,3170,Ankola,Active,25,29912
Zone 7,3170,Ankola Rural,Active,13,81661
Zone 7,3170,Atigre,Active,21,91070
Zone 7,3170,Bagalkot,Active,92,15625
Zone 7,3170,Bardez Coastal,Active,31,89677
Zone 7,3170,Belgaum Midtown,Active,51,15627
Zone 7,3170,Belgaum North,Active,28,57531
Zone 7,3170,Belgaum Royals,Active,19,227543
Zone 7,3170,Belgaum Sunrise,Active,17,226651
Zone 7,3170,Belur-Dharwad,Active,40,55833
Zone 7,3170,Byadgi,Active,38,81017
Zone 7,3170,Cuncolim,Active,16,15633
Zone 7,3170,Dandeli,Active,50,15635
Zone 7,3170,Dapoli,Active,14,78719
Zone 7,3170,Gadag-Betgeri,Active,36,15639
Zone 7,3170,Gadag Central,Active,24,26422
Zone 7,3170,Gajendragad,Active,15,56005
Zone 7,3170,Green City Jaysingpur,Active,45,82696
Zone 7,3170,Hatkanangle Central,Active,15,87730
Zone 7,3170,Horizon Kolhapur,Active,52,79537
Zone 7,3170,Hubli Heritage,Active,15,222693
Zone 7,3170,Hubli-North,Active,69,26428
Zone 7,3170,Hubli Phoenix,Active,21,226797
Zone 7,3170,Ichalkaranji,Active,71,15649
Zone 7,3170,Ichalkaranji Heritage,Active,44,76285
Zone 7,3170,Ichalkaranji Textile City,Active,39,83398
Zone 7,3170,Ichalkaranji Unito,Active,38,91165
Zone 7,3170,Ilkal,Active,27,73039
Zone 7,3170,Jamkhandi,Active,85,15650
Zone 7,3170,Jaysingpur Trade City,Active,48,224200
Zone 7,3170,Kadamba,Active,25,226352
Zone 7,3170,Karveer-Kolhapur,Active,43,27377
Zone 7,3170,Kolhapur City,Active,30,27331
Zone 7,3170,Kolhapur Evolve,Active,81,90174
Zone 7,3170,Kolhapur Heritage,Active,61,58510
Zone 7,3170,Kolhapur Royals,Active,16,222549
Zone 7,3170,Kolhapur Spectrum,Active,24,82515
Zone 7,3170,Kurundwad,Active,20,51625
Zone 7,3170,Malvan,Active,33,52217
Zone 7,3170,Mango City Devgad,Active,20,222264
Zone 7,3170,Mapuca City,Active,30,51941
Zone 7,3170,Mapusa Aura,Active,24,227822
Zone 7,3170,Margao,Active,74,15662
Zone 7,3170,Margao Sunrise,Active,35,87642
Zone 7,3170,Mhapsa Elite,Active,42,87484
Zone 7,3170,Mhapsa Millenials,Active,28,224326
Zone 7,3170,Miraj,Active,51,15663
Zone 7,3170,Miramar,Active,34,87640
Zone 7,3170,Mudhol,Active,25,15664
Zone 7,3170,Mundgod Heritage,Active,30,82245
Zone 7,3170,Nargund,Active,22,15668
Zone 7,3170,Navanagar-Hubli,Active,19,15670
Zone 7,3170,Panaji Central,Active,20,227610
Zone 7,3170,Panaji Mid-Town,Active,81,51217
Zone 7,3170,Parvari Blaze,Active,12,225284
Zone 7,3170,Ponda Hill Town,Active,22,52028
Zone 7,3170,Ponda New Generation,Active,44,83698
Zone 7,3170,Ramadurg,Active,21,15678
Zone 7,3170,Ranebennur,Active,72,15679
Zone 7,3170,Ratnagiri,Active,65,15680
