RI Zone,District,Club Name,Club Status,Current Member Count,Club ID,Total Rotaract Sponsored,Total Interact Sponsored
Zone 4,3070,Akhnoor Chenab,Active,9,226939,0,0
Zone 4,3070,Amritsar,Active,27,15216,1,0
Zone 4,3070,Amritsar Cantt,Active,21,22789,1,0
Zone 4,3070,Amritsar Central,Active,19,30380,1,0
Zone 4,3070,Amritsar East,Active,20,73300,0,0
Zone 4,3070,Amritsar Eco,Active,15,222282,0,0
Zone 4,3070,Amritsar North East,Active,30,78477,0,0
Zone 4,3070,Amritsar-South,Active,16,15218,0,0
Zone 4,3070,Amritsar South East,Active,14,73299,0,0
Zone 4,3070,Banga,Active,23,23841,0,0
Zone 4,3070,Banga Green,Active,17,225571,0,0
Zone 4,3070,Batala,Active,40,15221,0,0
Zone 4,3070,Batala Midtown,Active,15,76326,0,0
Zone 4,3070,Begowal,Active,20,53823,0,0
Zone 4,3070,Begowal Greater,Active,16,223245,0,0
Zone 4,3070,Dasuya Greater,Active,30,91194,0,0
Zone 4,3070,Dharamsala Central,Active,19,70315,1,0
Zone 4,3070,Dharamshala City,Active,15,90442,0,0
Zone 4,3070,Dharamshala - McLeod Ganj,Active,20,227279,0,0
Zone 4,3070,Dharmthal,Active,18,221898,0,0
Zone 4,3070,Dinanagar Mid Town,Active,9,78474,0,0
Zone 4,3070,Garh Shankar,Active,17,25099,0,0
Zone 4,3070,Ghumarwin,Active,12,221961,0,0
Zone 4,3070,Goraya,Active,20,15249,0,0
Zone 4,3070,Goraya Midtown,Active,21,53981,0,0
Zone 4,3070,Hoshiarpur,Active,20,15255,0,0
Zone 4,3070,Hoshiarpur Central,Active,8,27268,0,0
Zone 4,3070,Jalandhar City,Active,32,59764,0,0
Zone 4,3070,Jalandhar Civil Lines,Active,30,50810,0,0
Zone 4,3070,Jalandhar East,Active,25,26840,0,0
Zone 4,3070,Jalandhar Eco,Active,15,91197,0,0
Zone 4,3070,Jalandhar Greater,Active,13,63275,0,0
Zone 4,3070,Jalandhar Helping Hands,Active,22,224695,0,0
Zone 4,3070,Jalandhar Midtown,Active,23,56355,0,0
Zone 4,3070,Jammu Aastha,Active,13,83862,0,0
Zone 4,3070,Jammu City,Active,23,79293,1,0
Zone 4,3070,Jammu Mid Town,Active,13,65864,0,0
Zone 4,3070,Jammu Stars,Active,14,223509,0,0
Zone 4,3070,Jammu Tawi,Active,40,15258,0,0
Zone 4,3070,Jammu Trikuta,Active,7,90201,0,0
Zone 4,3070,Jogindernagar,Active,37,86866,0,0
Zone 4,3070,Kangra,Active,19,15262,0,0
Zone 4,3070,Kapurthala,Active,12,15263,0,0
Zone 4,3070,Kapurthala Downtown,Active,15,83637,0,0
Zone 4,3070,Kapurthala Elite,Active,29,77448,0,0
Zone 4,3070,Kashmir,Active,35,90151,0,0
Zone 4,3070,Kathua,Active,12,222048,0,0
Zone 4,3070,Katra,Active,7,85635,0,0
Zone 4,3070,Khanna,Active,65,15265,0,0
Zone 4,3070,Kullu,Active,67,24980,0,0
Zone 4,3070,Leh Ladakh,Active,21,228177,0,0
Zone 4,3070,Lohian Khas,Active,10,31228,0,0
Zone 4,3070,Ludhiana Central,Active,18,28961,0,0
Zone 4,3070,Ludhiana City,Active,22,85077,0,0
Zone 4,3070,Manali,Active,30,25622,0,0
Zone 4,3070,Mandi,Active,30,50900,2,0
Zone 4,3070,Nakodar East,Active,10,26562,0,0
Zone 4,3070,Ner Chowk,Active,26,89724,0,0
Zone 4,3070,New Amritsar,Active,11,224848,0,0
Zone 4,3070,Palampur,Active,101,15283,2,0
Zone 4,3070,Pathankot,Active,72,15285,1,0
Zone 4,3070,Pathankot Greater,Active,17,78974,0,0
Zone 4,3070,Pathankot Royal,Active,17,228196,0,0
Zone 4,3070,Phagwara,Active,9,15288,0,0
Zone 4,3070,Phagwara Central,Active,12,25134,0,0
Zone 4,3070,Phagwara Gems,Active,28,224652,0,0
Zone 4,3070,Phagwara South East,Active,21,22734,0,0
Zone 4,3070,Rajouri,Active,16,80832,0,0
Zone 4,3070,Rajouri Grand,Active,21,91209,0,0
Zone 4,3070,Samba Central,Active,9,75243,0,0
Zone 4,3070,Shahpur,Active,36,83469,1,0
Zone 4,3070,Srinagar City,Active,4,91236,0,0
Zone 4,3070,Suket,Active,24,224728,0,0
Zone 4,3070,Sultanpur Lodhi,Active,15,29652,0,0
Zone 4,3070,Sultanpur Lodhi Eco,Active,13,222951,0,0
Zone 4,3070,Sultanpur Lodhi Gold,Active,21,84640,0,0
Zone 4,3070,Sundar Nagar,Active,88,77025,2,0
Zone 4,3070,Tanda Urmar,Active,4,55857,0,0
Zone 4,3070,Udhampur,Active,34,29503,0,0
Zone 4,3070,Una,Active,29,15305,0,0
Zone 4,3070,Una Greater,Active,21,85400,0,0
Zone 4,3080,Ambala Midtown,Active,17,222777,0,0
Zone 4,3080,Ambala Platinum,Active,15,228223,0,0
Zone 4,3080,Ambala Royal,Active,8,226984,0,0
Zone 4,3080,Bhakra Nangal,Active,26,26917,1,0
Zone 4,3080,Chandigarh Ajnali,Active,6,228001,0,0
Zone 4,3080,Chandigarh City Beautiful,Active,14,83084,1,0
Zone 4,3080,Chandigarh Eyecare,Active,8,226176,0,0
Zone 4,3080,Chandigarh Hopesville,Active,6,228037,0,0
Zone 4,3080,Chandigarh Mountview,Active,18,227551,0,0
Zone 4,3080,Chandigarh Periphery Zirakpur,Active,7,224153,0,0
Zone 4,3080,Chandigarh Royale,Active,7,226759,0,0
Zone 4,3080,Cheeka,Active,51,225651,0,0
Zone 4,3080,Cheeka Royals,Active,15,228224,0,0
Zone 4,3080,Classic Yamunanagar,Active,9,223519,0,0
Zone 4,3080,Dehradun Royal,Active,8,226909,0,0
Zone 4,3080,Deoband,Active,17,15328,0,0
Zone 4,3080,Dera Bassi Town,Active,16,222387,0,0
Zone 4,3080,Doon Ganga Chidderwala,Active,20,224346,1,0
Zone 4,3080,Doon Shivalik Hills,Active,48,58460,2,0
Zone 4,3080,Doon Vikas,Active,25,50572,0,0
Zone 4,3080,E-Club of Doon District 3080,Active,31,84793,0,0
Zone 4,3080,Gharaunda,Active,14,21720,0,0
Zone 4,3080,Haridwar Central,Active,17,89563,0,0
Zone 4,3080,Haridwar Royals,Active,38,227222,0,0
Zone 4,3080,Himalayan Ranges-Mansa Devi,Active,12,53866,1,0
Zone 4,3080,Jagadhri Crown,Active,16,227989,0,0
Zone 4,3080,Jagadhri North,Active,33,15341,1,0
Zone 4,3080,Jind Midtown,Active,53,60868,1,0
Zone 4,3080,Kaithal,Active,65,15347,0,0
Zone 4,3080,Kaithal Elite,Active,7,227971,0,0
Zone 4,3080,Kaithal Shining Star,Active,20,225537,0,0
Zone 4,3080,Kankhal,Active,16,30729,0,0
Zone 4,3080,Kasauli,Active,18,15350,0,0
Zone 4,3080,Kharar,Active,38,28437,3,0
Zone 4,3080,Kurukshetra,Active,89,15355,1,0
Zone 4,3080,Kurukshetra Elite,Active,7,228090,0,0
Zone 4,3080,Ladwa,Active,38,15356,3,0
Zone 4,3080,Mohali,Active,20,21627,0,0
Zone 4,3080,Mohali Greater,Active,12,227355,0,0
Zone 4,3080,Morinda,Active,21,27190,0,0
Zone 4,3080,Nahan,Active,46,15371,0,0
Zone 4,3080,Nahan Sangini,Active,21,223558,0,0
Zone 4,3080,Nalagarh Midtown,Active,6,226935,0,0
Zone 4,3080,Nangal Central,Active,25,64960,0,0
Zone 4,3080,Nangal Hills,Active,9,228065,0,0
Zone 4,3080,Narwana,Active,34,15373,0,0
Zone 4,3080,Panchkula Midtown,Active,30,85413,1,0
Zone 4,3080,Panipat,Active,15,15378,0,0
Zone 4,3080,Panipat Central,Active,96,50571,1,0
Zone 4,3080,Panipat Continental,Active,1,88805,0,0
Zone 4,3080,Panipat Crown,Active,18,226907,0,0
Zone 4,3080,Panipat Mid Town,Active,163,25125,0,0
Zone 4,3080,Panipat Royale,Active,38,89925,0,0
Zone 4,3080,Panipat Solitaire,Active,11,226902,0,0
Zone 4,3080,Panipat South,Active,193,56279,0,0
Zone 4,3080,Paonta Sakhi,Active,15,223024,0,0
Zone 4,3080,Parwanoo,Active,27,27928,0,0
Zone 4,3080,Pehowa,Active,12,90567,1,0
Zone 4,3080,Pehowa Elite,Active,15,228004,0,0
Zone 4,3080,Ranipur,Active,39,24305,0,0
Zone 4,3080,Rishikesh Central,Active,8,90013,2,0
Zone 4,3080,Rishikesh Classic,Active,9,227724,0,0
Zone 4,3080,Rishikesh Royal,Active,40,224509,1,0
Zone 4,3080,Roorkee,Active,26,15383,0,0
Zone 4,3080,Roorkee Central,Active,15,88038,0,0
Zone 4,3080,Roorkee Elite,Active,11,226768,0,0
Zone 4,3080,Roorkee Greater,Active,13,223513,0,0
Zone 4,3080,Roorkee Upper Ganges,Active,38,223030,1,0
Zone 4,3080,Royal Shahabad Markanda,Active,8,226933,0,0
Zone 4,3080,Royal Solan,Active,31,226400,0,0
Zone 4,3080,Saharanpur,Active,38,15384,0,0
Zone 4,3080,Saharanpur Central,Active,31,30283,0,0
Zone 4,3080,Saharanpur Classic,Active,28,84109,0,0
Zone 4,3080,Saharanpur Continental,Active,10,57149,0,0
Zone 4,3080,Saharanpur Greater,Active,4,82759,0,0
Zone 4,3080,Saharanpur Harmony,Active,24,225026,0,0
Zone 4,3080,Saharanpur Midtown,Active,4,15385,0,0
Zone 4,3080,Shri Anandpur Sahib,Active,18,89277,0,0
Zone 4,3080,Silvercity Mohali,Active,23,88495,0,0
Zone 4,3080,Solan Midtown,Active,20,57804,0,0
Zone 4,3080,Thanesar,Active,5,226132,0,0
Zone 4,3080,Theog Hills,Active,19,85208,0,0
Zone 4,3080,Tricity Panchkula,Active,9,226762,0,0
Zone 4,3080,Yamunanagar Elite,Active,7,227972,0,0
Zone 4,3080,Yamuna Nagar Novel,Active,16,226706,0,0
Zone 4,3080,Yamunanagar Riverside,Active,6,228067,0,0
Zone 4,3090,Adampur Super Champions,Active,6,227834,0,0
Zone 4,3090,Aherwan,Active,6,88826,0,0
Zone 4,3090,Ahlisadar Fatehabad,Active,6,76529,0,0
Zone 4,3090,Ahmedgarh,Active,40,63755,0,0
Zone 4,3090,Ahmedgarh Champions,Active,40,227738,0,0
Zone 4,3090,Anoopgarh,Active,31,51317,0,0
Zone 4,3090,Bagha Purana,Active,22,30625,0,0
Zone 4,3090,Barwala,Active,17,25617,0,0
Zone 4,3090,Bathinda,Active,6,224773,0,0
Zone 4,3090,Bathinda Cantt.,Active,19,53967,0,0
Zone 4,3090,Bawani Khera,Active,6,84997,0,0
Zone 4,3090,Bhattu Kalan,Active,6,224682,0,0
Zone 4,3090,Bhawanigarh City,Active,16,64656,0,0
Zone 4,3090,Bhiwani Champions,Active,10,227500,0,0
Zone 4,3090,Bhiwani Downtown,Active,43,90155,0,0
Zone 4,3090,Bhuna Champions,Active,5,227832,0,0
Zone 4,3090,Bhuna Town,Active,6,87246,0,0
Zone 4,3090,Charkhi Dadri Champions,Active,5,227481,0,0
Zone 4,3090,Dirba Dynamic,Active,4,225675,0,0
Zone 4,3090,Faridkot Bargari,Active,11,227728,0,0
Zone 4,3090,Faridkot Champions,Active,6,227386,0,0
Zone 4,3090,Faridkot Sadiq,Active,4,227467,0,0
Zone 4,3090,Fatehabad,Active,6,228062,0,0
Zone 4,3090,Fatehabad Champions,Active,7,227298,0,0
Zone 4,3090,Fatehabad City,Active,6,89003,0,0
Zone 4,3090,Fatehabad Dynamic,Active,5,226216,0,0
Zone 4,3090,Fatehabad Elite Champions,Active,8,227853,0,0
Zone 4,3090,Fatehabad Gold,Active,6,88606,0,0
Zone 4,3090,Fatehabad Super Champions,Active,10,227503,0,0
Zone 4,3090,Fatehabad Town,Active,38,70094,0,0
Zone 4,3090,Fazilka,Active,9,21907,0,0
Zone 4,3090,Fazilka Champions,Active,5,227477,0,0
Zone 4,3090,Ferozepur Diamond,Active,3,224369,0,0
Zone 4,3090,Ferozepur Royal,Active,10,222482,0,0
Zone 4,3090,Ferozpur Mudki,Active,6,227483,0,0
Zone 4,3090,Firozpur City,Active,13,226812,0,0
Zone 4,3090,Giddarbaha,Active,6,225499,0,0
Zone 4,3090,Goniana,Active,13,29397,0,0
Zone 4,3090,Goniana Midtown,Active,26,74425,0,0
Zone 4,3090,Greater Rajpura,Active,19,70397,1,0
Zone 4,3090,Guru Har Sahai,Active,3,224399,0,0
Zone 4,3090,Hansi Super Champion,Active,6,227502,0,0
Zone 4,3090,Hanumangarh Vision,Active,17,226600,1,0
Zone 4,3090,Hisar Central Dynamic,Active,10,226170,0,0
Zone 4,3090,Hisar Elite,Active,5,227729,0,0
Zone 4,3090,Hisar Super Champion,Active,6,227727,0,0
Zone 4,3090,Hissar,Active,52,15253,0,0
Zone 4,3090,Jaitu,Active,14,30999,0,0
Zone 4,3090,Jalalabad (West),Active,6,224828,0,0
Zone 4,3090,Kalanwali Champions,Active,9,227479,0,0
Zone 4,3090,Kotkapura Royal,Active,14,88879,0,0
Zone 4,3090,Maler Kotla,Active,57,15271,0,0
Zone 4,3090,Malerkotla Dynamic,Active,4,225706,0,0
Zone 4,3090,Malerkotla Midtown,Active,18,75043,0,0
Zone 4,3090,Malout Champions,Active,20,227484,0,0
Zone 4,3090,Mandi Adampur Champions,Active,5,227118,0,0
Zone 4,3090,Mandi Dabwali,Active,8,223100,0,0
Zone 4,3090,Mandi Gobindgarh,Active,15,228028,0,0
Zone 4,3090,Mandi Gobindgarh Gold,Active,5,222495,0,0
Zone 4,3090,Mansa Champions,Active,7,228038,0,0
Zone 4,3090,Mansa Diamond,Active,7,228034,0,0
Zone 4,3090,Mansa Royal,Active,30,87213,1,0
Zone 4,3090,Mansa Star,Active,9,226328,1,0
Zone 4,3090,Maur Mandi Dynamic,Active,4,225674,0,0
Zone 4,3090,Moga City,Active,17,56659,1,0
Zone 4,3090,Moga Greater,Active,12,74664,0,0
Zone 4,3090,Moga Royal,Active,38,77630,0,0
Zone 4,3090,Moga Stars Champions,Active,5,227734,0,0
Zone 4,3090,Moga Super Champions,Active,3,227487,0,0
Zone 4,3090,Moonak Dynamic,Active,4,225672,0,0
Zone 4,3090,Muktsar,Active,6,227493,0,0
Zone 4,3090,Nabha Central,Active,4,76048,0,0
Zone 4,3090,Nagpur Fatehabad Dynamic,Active,5,226115,0,0
Zone 4,3090,Patiala Central,Active,5,55854,0,0
Zone 4,3090,Patiala Champions,Active,6,227486,0,0
Zone 4,3090,Patiala Greater,Active,16,30569,0,0
Zone 4,3090,Patiala Kauli,Active,5,227572,0,0
Zone 4,3090,Patran,Active,11,22612,0,0
Zone 4,3090,Patran Midtown,Active,14,84361,0,0
Zone 4,3090,Rajpura Champions,Active,8,227833,0,0
Zone 4,3090,Ratia Dynamic,Active,7,225777,0,0
Zone 4,3090,Ratia Town,Active,11,81542,0,0
Zone 4,3090,Samana Central,Active,8,225778,0,0
Zone 4,3090,Samana City,Active,9,225780,0,0
Zone 4,3090,Samana Dynamic,Active,25,225705,0,0
Zone 4,3090,Samana Harmony,Active,15,228184,0,0
Zone 4,3090,Samana Samarth,Active,15,228228,0,0
Zone 4,3090,Samana Titan,Active,15,228178,0,0
Zone 4,3090,Sangrur,Active,3,223546,0,0
Zone 4,3090,Sangrur Dynamic,Active,4,225591,0,0
Zone 4,3090,Sardulgarh Royal,Active,8,222027,0,0
Zone 4,3090,Sherpur Dynamic,Active,4,225669,0,0
Zone 4,3090,Sirhind,Active,39,15299,0,0
Zone 4,3090,Sirsa,Active,14,15300,0,0
Zone 4,3090,Sirsa Champions,Active,8,227115,0,0
Zone 4,3090,Sirsa Divine,Active,8,227258,0,0
Zone 4,3090,Sirsa Grace,Active,6,227119,0,0
Zone 4,3090,Sirsa Midcity,Active,9,70134,0,0
Zone 4,3090,Sirsa New Gen,Active,18,227188,0,0
Zone 4,3090,Sirsa Paradise,Active,5,84824,0,0
Zone 4,3090,Sri Ganganagar,Active,65,15135,0,0
Zone 4,3090,Sri Ganganagar Aastha,Active,4,225386,0,0
Zone 4,3090,Sri Ganganagar Central,Active,4,225496,0,0
Zone 4,3090,Sriganganagar Champions,Active,6,227297,0,0
Zone 4,3090,Sri Ganganagar City,Active,71,53333,1,0
Zone 4,3090,Sri Ganganagar Classic,Active,10,225489,0,0
Zone 4,3090,Sri Ganganagar Diamond,Active,5,225160,0,0
Zone 4,3090,Sri Ganganagar Elite,Active,3,227568,0,0
Zone 4,3090,Sri Ganganagar Rishabh,Active,4,226457,0,0
Zone 4,3090,Sri Ganganagar Seniors,Active,4,225764,0,0
Zone 4,3090,Sri Ganganagar Stars,Active,3,223223,0,0
Zone 4,3090,Sri Ganganagar Udaan,Active,5,227574,0,0
Zone 4,3090,Sri Ganganagar Vibrant,Active,6,227870,0,0
Zone 4,3090,Sunam City,Active,7,85009,0,0
Zone 4,3090,Sunam Dynamic,Active,4,225573,0,0
Zone 4,3090,Sunam Green,Active,4,225647,0,0
Zone 4,3090,Sunam Mivaan,Active,4,226207,0,0
Zone 4,3090,Sunam NexGen,Active,6,228019,0,0
Zone 4,3090,Sunam Star,Active,10,222319,0,0
Zone 4,3090,Suratgarh,Active,17,22634,0,0
Zone 4,3090,The Ganganagar,Active,4,224411,0,0
Zone 4,3090,Tibbi,Active,4,223549,1,0
Zone 4,3090,Tohana Champions,Active,15,227489,0,0
Zone 4,3090,Tohana Town,Active,6,222288,0,0
Zone 4,3090,Zira,Active,11,89887,0,0
Zone 6,3100,Aggarwal Mandi Baghpat,Active,12,225845,0,0
Zone 6,3100,Amroha Royal,Active,17,90584,0,0
Zone 6,3100,Aryans Bijnor,Active,9,82649,0,0
Zone 6,3100,Babrala Ganga,Active,7,222959,0,0
Zone 6,3100,Baghpat,Active,15,228003,0,0
Zone 6,3100,Bahjoi,Active,7,225273,0,0
Zone 6,3100,Baraut,Active,15,15312,0,0
Zone 6,3100,Behjoi,Active,10,224387,0,0
Zone 6,3100,Bhartia Gram,Active,40,24059,0,0
Zone 6,3100,Bijnor,Active,16,15313,0,0
Zone 6,3100,Bijnor City,Active,10,58009,0,0
Zone 6,3100,Bijnor New Central,Active,6,89717,0,0
Zone 6,3100,Bijnor Sarthi,Active,11,226371,0,0
Zone 6,3100,Bulandshahr,Active,40,15314,0,0
Zone 6,3100,Bulandshahr City,Active,11,67854,2,0
Zone 6,3100,Bulandshahr Friends,Active,13,82847,2,0
Zone 6,3100,Bulandshahr New Friends,Active,7,90655,0,0
Zone 6,3100,Bulandshahr New Heights,Active,10,224928,0,0
Zone 6,3100,Bulandshahr New Shine,Active,6,90663,0,0
Zone 6,3100,Bulandshahr Royal,Active,4,224979,0,0
Zone 6,3100,Bulandshahr Star,Active,7,90679,0,0
Zone 6,3100,Bulandshahr Sunshine,Active,7,224917,0,0
Zone 6,3100,Chandausi Aman,Active,17,89052,0,0
Zone 6,3100,Chandausi Bharat,Active,16,75342,0,0
Zone 6,3100,Chandausi Friends,Active,11,227824,0,0
Zone 6,3100,Chandausi Purvanchal,Active,16,15316,0,0
Zone 6,3100,Chandausi Sunshine,Active,6,227851,0,0
Zone 6,3100,Dhampur Industrial Area,Active,14,50560,0,0
Zone 6,3100,Dhampur Royal's,Active,17,85458,0,0
Zone 6,3100,Ganga Bijnor,Active,11,83841,0,0
Zone 6,3100,Hasanpur,Active,11,15338,0,0
Zone 6,3100,Hasanpur Aakershan,Active,16,226367,0,0
Zone 6,3100,Hasanpur Aastha,Active,20,72697,0,0
Zone 6,3100,Industrial Area Bijnor,Active,18,29398,0,0
Zone 6,3100,Khatauli,Active,14,15351,0,0
Zone 6,3100,Khurja Pragati,Active,7,224929,0,0
Zone 6,3100,Khurja Shakti,Active,12,90665,0,0
Zone 6,3100,Khurja Virat,Active,15,228130,0,0
Zone 6,3100,Meerut Central,Active,7,15359,0,0
Zone 6,3100,Meerut City,Active,10,25275,0,0
Zone 6,3100,Meerut Defence,Active,11,90566,0,0
Zone 6,3100,Meerut Galaxy,Active,5,225561,0,0
Zone 6,3100,Meerut Icon,Active,15,227100,0,0
Zone 6,3100,Meerut Kings,Active,5,227903,0,0
Zone 6,3100,Meerut Milestone,Active,5,74141,0,0
Zone 6,3100,Meerut Monarch's,Active,5,223538,0,0
Zone 6,3100,Meerut New Saket,Active,6,228026,0,0
Zone 6,3100,Meerut Rudransh,Active,6,225262,0,0
Zone 6,3100,Meerut Sanskar,Active,12,223305,0,0
Zone 6,3100,Meerut Stars,Active,7,81079,0,0
Zone 6,3100,Meerut Swabhimaan,Active,5,222824,0,0
Zone 6,3100,Meerut Unique,Active,6,90605,0,0
Zone 6,3100,Meerut Unite UP,Active,8,222892,0,0
Zone 6,3100,Meerut Virat,Active,42,25090,0,0
Zone 6,3100,Moradabad Axis,Active,10,226310,0,0
Zone 6,3100,Moradabad Essence,Active,7,225267,0,0
Zone 6,3100,Moradabad Friends,Active,10,227466,0,0
Zone 6,3100,Moradabad Medico,Active,13,227864,0,0
Zone 6,3100,Moradabad Metro,Active,8,67041,0,0
Zone 6,3100,Moradabad Navyam,Active,7,227762,0,0
Zone 6,3100,Moradabad Royals,Active,5,89629,0,0
Zone 6,3100,Moradabad Uday,Active,6,227900,0,0
Zone 6,3100,Moradabad West Sonakpur,Active,12,50630,0,0
Zone 6,3100,Moradabad Young Titans,Active,6,227990,0,0
Zone 6,3100,Muzaffarnagar Achievers,Active,9,226374,0,0
Zone 6,3100,Muzaffarnagar Chamber,Active,17,50166,0,0
Zone 6,3100,Muzaffarnagar Kutumbh,Active,16,89596,0,0
Zone 6,3100,Muzaffarnagar Param,Active,7,225487,0,0
Zone 6,3100,Muzaffarnagar Royal,Active,6,74548,0,0
Zone 6,3100,Muzaffarnagar Sankalp,Active,15,228129,0,0
Zone 6,3100,Muzaffarnagar Sanskrati,Active,10,79431,0,0
Zone 6,3100,Muzaffarnagar Sayam,Active,10,87989,1,0
Zone 6,3100,Muzaffarnagar Shakti,Active,6,227196,0,0
Zone 6,3100,Muzaffarnagar Shikhar,Active,6,90607,0,0
Zone 6,3100,Muzaffarnagar Vishal,Active,38,30732,0,0
Zone 6,3100,Najibabad,Active,11,15372,0,0
Zone 6,3100,Noorpur City,Active,5,227969,0,0
Zone 6,3100,Sambhal City,Active,18,88602,0,0
Zone 6,3100,Sambhal Midtown,Active,9,90719,0,0
Zone 6,3100,Sanskriti Moradabad,Active,17,88838,0,0
Zone 6,3100,Shamli Galaxy,Active,4,228009,0,0
Zone 6,3100,Shamli Midtown,Active,4,31446,1,0
Zone 6,3100,Shamli Vidhya,Active,5,227999,0,0
Zone 6,3100,Sikandrabad Royal,Active,16,90675,0,0
Zone 6,3110,Agra Divine,Active,13,227107,0,0
Zone 6,3110,Agra Greater,Active,23,84103,0,0
Zone 6,3110,Agra Mid Town,Active,24,15401,0,0
Zone 6,3110,Agra North,Active,27,15402,0,0
Zone 6,3110,Agra Northeast,Active,5,15403,0,0
Zone 6,3110,Agra Royal,Active,9,224713,0,0
Zone 6,3110,Agra Sapphire,Active,7,90418,0,0
Zone 6,3110,Agra Tajcity,Active,27,31391,0,0
Zone 6,3110,Agra Taj Mahal,Active,8,76284,0,0
Zone 6,3110,Agra West,Active,20,26284,0,0
Zone 6,3110,Aligarh Aura,Active,5,90438,0,0
Zone 6,3110,Aligarh City,Active,51,52637,0,0
Zone 6,3110,Aligarh Gold,Active,13,226455,0,0
Zone 6,3110,Aligarh Icon,Active,6,224633,0,0
Zone 6,3110,Aligarh Lock City,Active,9,71956,0,0
Zone 6,3110,Aligarh Mansi,Active,2,85246,0,0
Zone 6,3110,Aligarh Pearl,Active,49,85372,0,0
Zone 6,3110,Aligarh Pride,Active,15,84073,0,0
Zone 6,3110,Aligarh Smart City,Active,47,88808,1,0
Zone 6,3110,Atulya Kanpur,Active,33,88001,0,0
Zone 6,3110,Badaun Greater,Active,8,224655,0,0
Zone 6,3110,Bareilly Central,Active,16,27039,0,0
Zone 6,3110,Bareilly Chamber,Active,51,50939,0,0
Zone 6,3110,Bareilly-City,Active,3,31351,0,0
Zone 6,3110,Bareilly East,Active,4,30105,0,0
Zone 6,3110,Bareilly Eight PM,Active,11,79535,0,0
Zone 6,3110,Bareilly Fragrance,Active,16,227142,0,0
Zone 6,3110,Bareilly Galaxy,Active,11,90964,0,0
Zone 6,3110,Bareilly Glory,Active,4,90530,0,0
Zone 6,3110,Bareilly Grace,Active,20,225974,0,0
Zone 6,3110,Bareilly Heights,Active,6,88152,0,0
Zone 6,3110,Bareilly Heritage,Active,29,74147,0,0
Zone 6,3110,Bareilly Hi-Tech,Active,8,84042,0,0
Zone 6,3110,Bareilly Magnet City,Active,10,59385,0,0
Zone 6,3110,Bareilly Metro,Active,8,58636,0,0
Zone 6,3110,Bareilly Mid-town,Active,5,22690,0,0
Zone 6,3110,Bareilly North,Active,15,22417,0,0
Zone 6,3110,Bareilly Shree,Active,7,83412,0,0
Zone 6,3110,Bareilly Sunrise,Active,10,90528,0,0
Zone 6,3110,Bareilly West,Active,34,15414,0,0
Zone 6,3110,Bisauli,Active,13,22594,0,0
Zone 6,3110,Brahmavarta Kanpur,Active,44,15417,1,0
Zone 6,3110,Budaun Central,Active,11,31286,0,0
Zone 6,3110,Budaun Gold,Active,9,227284,0,0
Zone 6,3110,Farrukhabad,Active,23,227270,0,0
Zone 6,3110,Firozabad,Active,22,15425,0,0
Zone 6,3110,Ganga Ghat,Active,12,23912,0,0
Zone 6,3110,Hathras,Active,14,15433,0,0
Zone 6,3110,Hathras City,Active,6,52968,0,0
Zone 6,3110,Hathras Friends,Active,35,84738,0,0
Zone 6,3110,Hathras Gold,Active,32,73145,0,0
Zone 6,3110,Hathras Heritage,Active,28,58637,0,0
Zone 6,3110,Jhansi City,Active,27,22909,0,0
Zone 6,3110,Jhansi Elite,Active,35,227174,0,0
Zone 6,3110,Jhansi Fort,Active,9,50025,0,0
Zone 6,3110,Kanpur Aryans,Active,15,223419,0,0
Zone 6,3110,Kanpur Classic,Active,85,88530,0,0
Zone 6,3110,Kanpur East,Active,17,15438,0,0
Zone 6,3110,Kanpur Eden,Active,6,224651,0,0
Zone 6,3110,Kanpur Galaxy,Active,25,226463,0,0
Zone 6,3110,Kanpur Global,Active,2,225507,0,0
Zone 6,3110,Kanpur Greater,Active,86,31444,0,0
Zone 6,3110,Kanpur Green,Active,15,83413,0,0
Zone 6,3110,Kanpur Industrial,Active,137,31508,0,0
Zone 6,3110,Kanpur Platinum,Active,29,227404,0,0
Zone 6,3110,Kanpur Shakti,Active,6,223423,0,0
Zone 6,3110,Kanpur Shaurya,Active,54,87063,0,0
Zone 6,3110,Kanpur Shikhar,Active,6,82756,0,0
Zone 6,3110,Kanpur South,Active,88,15439,0,0
Zone 6,3110,Kanpur Starz,Active,15,227128,0,0
Zone 6,3110,Kanpur Sunrise,Active,5,223448,0,0
Zone 6,3110,Kanpur Surya,Active,55,82938,0,0
Zone 6,3110,Kanpur Trimurti,Active,3,88813,0,0
Zone 6,3110,Kanpur Virat,Active,17,225686,0,0
Zone 6,3110,Kasganj Elites,Active,8,224689,0,0
Zone 6,3110,Kasganj Royals,Active,13,227101,0,0
Zone 6,3110,Kashipur Industrial,Active,7,90410,0,0
Zone 6,3110,Mathura,Active,5,15449,0,0
Zone 6,3110,Mathura Fusion,Active,2,226599,0,0
Zone 6,3110,Mathura Jasmine,Active,58,224640,0,0
Zone 6,3110,Mathura Rational,Active,21,225125,0,0
Zone 6,3110,Mathura West,Active,29,51055,0,0
Zone 6,3110,Mukteshwar,Active,2,226364,0,0
Zone 6,3110,New Bareilly,Active,12,31839,0,0
Zone 6,3110,Orai,Active,13,15456,0,0
Zone 6,3110,Pilibhit,Active,49,15460,1,0
Zone 6,3110,Pilibhit Matrshakti,Active,15,89586,0,0
