RI Zone,District,Club Name,Club Status,Current Member Count,Club ID,Total Rotaract Sponsored,Total Interact Sponsored
Zone 4,3012,Ghaziabad Navodaya,Active,7,78594,0,0
Zone 4,3012,Ghaziabad New Shatabdi,Active,3,223547,0,0
Zone 4,3012,Ghaziabad Nihar,Active,11,225818,0,0
Zone 4,3012,Ghaziabad Nikunj,Active,6,88149,0,0
Zone 4,3012,Ghaziabad North Central,Active,7,223387,0,0
Zone 4,3012,Ghaziabad Paradise,Active,32,223016,0,0
Zone 4,3012,Ghaziabad Pratap Vihar,Active,7,223296,0,0
Zone 4,3012,Ghaziabad Pride,Active,6,90343,0,0
Zone 4,3012,Ghaziabad Rajdhani,Active,6,88792,0,0
Zone 4,3012,Ghaziabad Raj Nagar,Active,6,223293,0,0
Zone 4,3012,Ghaziabad Regency,Active,9,81399,0,0
Zone 4,3012,Ghaziabad Rhythm,Active,6,223217,0,0
Zone 4,3012,Ghaziabad Shaurya,Active,11,225803,0,0
Zone 4,3012,Ghaziabad South End,Active,42,50787,0,0
Zone 4,3012,Ghaziabad Sunrays,Active,8,223352,0,0
Zone 4,3012,Ghaziabad Vijay Nagar,Active,7,223295,0,0
Zone 4,3012,Ghaziabad Vision,Active,10,225783,0,0
Zone 4,3012,Ghaziabad Vista,Active,6,223216,0,0
Zone 4,3012,Hapur,Active,18,15336,0,0
Zone 4,3012,Hapur Central,Active,37,23793,0,0
Zone 4,3012,Hapur Diamond,Active,7,88171,0,0
Zone 4,3012,Hapur Elite,Active,6,223435,0,0
Zone 4,3012,Hapur Greater,Active,5,59706,0,0
Zone 4,3012,Hapur Main,Active,22,225619,0,0
Zone 4,3012,Hapur Platinum,Active,8,90598,0,0
Zone 4,3012,Indirapuram,Active,16,83144,0,0
Zone 4,3012,Jindal Nagar,Active,24,15344,0,0
Zone 4,3012,Kundli,Active,22,85921,2,0
Zone 4,3012,Modinagar,Active,18,15362,0,0
Zone 4,3012,NCR Galaxy,Active,10,88155,0,0
Zone 4,3012,Noida Elegance,Active,21,221959,0,0
Zone 4,3012,Noida Extension,Active,9,223391,0,0
Zone 4,3012,Noida Iconic,Active,42,221877,0,0
Zone 4,3012,Noida Indraprastha,Active,10,227382,0,0
Zone 4,3012,Pilkhuwa,Active,18,15381,0,0
Zone 4,3012,Pilkhuwa City,Active,43,89053,0,0
Zone 4,3012,Shipra Sun City,Active,8,89651,0,0
Zone 4,3012,Sonepat City,Active,17,80573,0,0
Zone 4,3012,Sonepat Education City,Active,9,88169,0,0
Zone 4,3012,Sonepat Excellence,Active,11,88173,0,0
Zone 4,3012,Sonepat Rising Star,Active,10,91013,0,0
Zone 4,3012,Sonepat Uptown,Active,7,26063,0,0
Zone 7,3020,Amalapuram,Active,18,15552,0,0
Zone 7,3020,Amaravathi,Active,22,222753,1,0
Zone 7,3020,AMTZ Vizag,Active,22,227218,0,0
Zone 7,3020,Amudalavalasa Town,Active,21,51612,0,0
Zone 7,3020,Bezawada Stars,Active,14,225041,0,0
Zone 7,3020,Bhimavaram,Active,23,15556,0,0
Zone 7,3020,Bobbili Tigers,Active,20,86809,0,0
Zone 7,3020,Eluru,Active,37,15564,0,0
Zone 7,3020,Gannavaram,Active,25,50339,0,0
Zone 7,3020,Godavari Palakol,Active,24,87044,0,0
Zone 7,3020,Gollapudi,Active,30,86169,0,0
Zone 7,3020,Greater Amaravathi,Active,17,228070,0,0
Zone 7,3020,Greater Visakha,Active,52,223517,0,0
Zone 7,3020,Gudivada,Active,109,15565,0,0
Zone 7,3020,Ichchapuram,Active,33,24299,0,0
Zone 7,3020,Jangareddigudem,Active,24,21112,0,0
Zone 7,3020,Kakinada Central,Active,89,15575,1,0
Zone 7,3020,Kakinada Elite,Active,22,87999,1,0
Zone 7,3020,Kakinada Green City,Active,15,86528,2,0
Zone 7,3020,Kakinada Smart City,Active,12,88443,0,0
Zone 7,3020,Kakinada Sunrise,Active,32,223375,0,0
Zone 7,3020,Kothapeta,Active,6,15579,0,0
Zone 7,3020,Koyyala Gudem,Active,29,31840,0,0
Zone 7,3020,Kuchipudi,Active,14,24281,0,0
Zone 7,3020,Machilipatnam,Active,30,15583,0,0
Zone 7,3020,Malikipuram,Active,21,26592,0,0
Zone 7,3020,Mandapeta,Active,20,57484,0,0
Zone 7,3020,Mummidivaram,Active,18,26354,0,0
Zone 7,3020,Narasapur,Active,28,50713,0,0
Zone 7,3020,Narsipatnam,Active,30,65482,0,0
Zone 7,3020,Nidadavole Central,Active,43,81174,0,0
Zone 7,3020,Nidadavole Mid Town,Active,22,225176,0,0
Zone 7,3020,Nuzvid Mango Town,Active,34,60814,0,0
Zone 7,3020,Palakol,Active,63,51722,0,0
Zone 7,3020,Palakol Sunrise,Active,19,225917,0,0
Zone 7,3020,Peddapuram-Samalkot,Active,35,15595,0,0
Zone 7,3020,Rajahmundry,Active,29,15597,0,0
Zone 7,3020,Rajamahendravaram Icons,Active,109,224663,0,0
Zone 7,3020,Rajam Town,Active,15,79432,0,0
Zone 7,3020,Razole,Active,41,23705,0,0
Zone 7,3020,Sompeta,Active,39,15605,0,0
Zone 7,3020,Srikakulam,Active,23,15606,0,0
Zone 7,3020,Srikakulam Central,Active,47,74962,0,0
Zone 7,3020,Tanuku,Active,68,15608,0,0
Zone 7,3020,Tuni,Active,61,15611,4,0
Zone 7,3020,Vijayawada Central,Active,33,60667,1,0
Zone 7,3020,Vijayawada Diamonds,Active,15,226062,0,0
Zone 7,3020,Vijayawada Icons,Active,15,226108,0,0
Zone 7,3020,Vijayawada Sree Durga,Active,34,62493,0,0
Zone 7,3020,Visakhapatnam South,Active,38,23310,0,0
Zone 7,3020,Visakha Pearl City,Active,21,29996,0,0
Zone 7,3020,Visakha Valley,Active,46,52222,0,0
Zone 7,3020,Vishaka Smart City,Active,16,90741,0,0
Zone 7,3020,Vizag Couples,Active,81,64156,1,0
Zone 7,3020,Vizag Destiny,Active,4,224702,0,0
Zone 7,3020,Vizag Diamonds,Active,73,224361,2,0
Zone 7,3020,Vizag Elite,Active,38,81014,1,0
Zone 7,3020,Vizag Hill View,Active,20,27708,0,0
Zone 7,3020,Vizag Mid Town,Active,11,21686,0,0
Zone 7,3020,Vizianagaram Fort,Active,10,223500,0,0
Zone 7,3020,Vuyyuru,Active,19,15616,0,0
Zone 6,3030,Akola Agrocity,Active,27,88460,0,0
Zone 6,3030,Akola Central,Active,14,73603,0,0
Zone 6,3030,Akola Rajeshwar City,Active,15,228220,0,0
Zone 6,3030,Akot,Active,24,15482,0,0
Zone 6,3030,Akot Vision,Active,38,226550,0,0
Zone 6,3030,Amravati Indrapuri,Active,38,55485,0,0
Zone 6,3030,Amravati Midtown,Active,114,15486,1,0
Zone 6,3030,Bhadrawati,Active,29,87085,0,0
Zone 6,3030,Bhusaval,Active,26,15491,0,0
Zone 6,3030,Black Diamond City Wani,Active,53,85384,0,0
Zone 6,3030,Chanda Fort,Active,29,29647,0,0
Zone 6,3030,Chandwad,Active,15,228120,0,0
Zone 6,3030,Chimur,Active,22,90785,0,0
Zone 6,3030,Chopda,Active,52,15506,0,0
Zone 6,3030,Cotton City Arvi,Active,20,224174,0,0
Zone 6,3030,Deola Town,Active,38,55538,0,0
Zone 6,3030,Dharangaon,Active,35,227331,0,0
Zone 6,3030,Digras Education City,Active,20,227253,0,0
Zone 6,3030,Erandol,Active,33,227202,0,0
Zone 6,3030,Gadchiroli,Active,21,224146,0,0
Zone 6,3030,Igatpuri Green City,Active,31,227171,0,0
Zone 6,3030,Jalgaon Connect,Active,49,228225,0,0
Zone 6,3030,Jalgaon Green City,Active,45,227461,0,0
Zone 6,3030,Jalgaon Humanity,Active,17,227490,0,0
Zone 6,3030,Jalgaon North,Active,29,226903,0,0
Zone 6,3030,Jalgaon Royals,Active,70,222632,0,0
Zone 6,3030,Jalgaon Stars,Active,52,90030,0,0
Zone 6,3030,Malegaon City,Active,38,227151,0,0
Zone 6,3030,Malegaon Happy Thoughts,Active,17,227562,0,0
Zone 6,3030,Malegaon Vision,Active,28,225745,1,0
Zone 6,3030,Manmad,Active,20,15526,0,0
Zone 6,3030,Manmad Magic,Active,13,226451,0,0
Zone 6,3030,Nagpur Black Gold,Active,14,85991,0,0
Zone 6,3030,Nagpur Central,Active,28,29516,0,0
Zone 6,3030,Nagpur Friends,Active,12,227163,1,0
Zone 6,3030,Nagpur Golfers,Active,21,225909,0,0
Zone 6,3030,Nagpur Metro,Active,36,83300,0,0
Zone 6,3030,Nagpur Mihan Town,Active,53,83238,5,0
Zone 6,3030,Nagpur Neo,Active,20,227526,0,0
Zone 6,3030,Nagpur South,Active,56,15589,2,0
Zone 6,3030,Nagpur Udyami,Active,44,227333,0,0
Zone 6,3030,Nashik Nexus,Active,17,226441,0,0
Zone 6,3030,Nashik Udyami,Active,21,227192,0,0
Zone 6,3030,Nashik Vision Nxt,Active,22,85344,0,0
Zone 6,3030,Nasik Canada Corner,Active,37,53869,0,0
Zone 6,3030,Nasik Supreme,Active,18,227144,0,0
Zone 6,3030,Parola,Active,38,227256,0,0
Zone 6,3030,Pimpalgaon Baswant,Active,16,227904,0,0
Zone 6,3030,Rajura,Active,30,223168,0,0
Zone 6,3030,Satana Devmamaledar,Active,19,86124,0,0
Zone 6,3030,Satana Midtown,Active,19,88108,0,0
Zone 6,3030,Satpuda Valley,Active,15,227643,0,0
Zone 6,3030,Shegaon,Active,39,87696,0,0
Zone 6,3030,Trimbak Sahyadri Hills,Active,15,227281,0,0
Zone 6,3030,Umarkhed,Active,47,53743,0,0
Zone 6,3030,Umrane,Active,15,228083,0,0
Zone 6,3030,Warora,Active,34,28450,1,0
Zone 6,3030,Washim Vatsagulma,Active,13,227796,0,0
Zone 6,3030,Yavatmal,Active,113,31000,0,0
Zone 6,3030,Yavatmal Midtown,Active,54,79719,0,0
Zone 4,3040,Apna Meghnagar,Active,11,86840,0,0
Zone 4,3040,Azad Jhabua,Active,14,85529,0,0
Zone 4,3040,Barwani,Active,7,15150,0,0
Zone 4,3040,Barwani City,Active,9,86029,0,0
Zone 4,3040,Belle Hills,Active,8,227082,0,0
Zone 4,3040,Bhelsha Vidisha,Active,9,225583,0,0
Zone 4,3040,Bhopal,Active,29,15153,0,0
Zone 4,3040,Bhopal Capital,Active,8,58509,0,0
Zone 4,3040,Bhopal North,Active,7,84181,0,0
Zone 4,3040,Bhopal Sewa Sankalp,Active,16,227862,0,0
Zone 4,3040,Bhopal Shahpura,Active,21,84266,1,0
Zone 4,3040,Bhopal Shaurya,Active,25,226511,0,0
Zone 4,3040,Bhopal Smart City,Active,38,88566,0,0
Zone 4,3040,Bhopal South,Active,6,27944,0,0
Zone 4,3040,Bhorasa,Active,5,58545,0,0
Zone 4,3040,Burhanpur Prime,Active,17,227979,0,0
Zone 4,3040,City Bhopal,Active,8,225002,0,0
Zone 4,3040,Dahod,Active,5,30904,0,0
Zone 4,3040,Derol Station,Active,13,15162,0,0
Zone 4,3040,Dhamnod Active,Active,8,85329,0,0
Zone 4,3040,Dhar Central,Active,12,86075,0,0
Zone 4,3040,Dhar Diomand,Active,6,89297,0,0
Zone 4,3040,Dhar Galaxy,Active,7,89033,0,0
Zone 4,3040,Diamond Dahod,Active,6,87649,0,0
Zone 4,3040,East Bhopal,Active,26,15154,1,0
Zone 4,3040,Godhra,Active,31,15170,0,0
Zone 4,3040,Greater Bhopal,Active,12,29124,0,0
Zone 4,3040,Greater Vidisha,Active,10,63697,0,0
Zone 4,3040,Halol,Active,15,222946,0,0
Zone 4,3040,Harda,Active,6,223563,0,0
Zone 4,3040,Hatpipliya,Active,7,83511,0,0
Zone 4,3040,Indore,Active,15,15172,0,0
Zone 4,3040,Indore Ahilya,Active,9,222989,0,0
Zone 4,3040,Indore Annapurna,Active,7,82540,0,0
Zone 4,3040,Indore Challengers,Active,7,226905,0,0
Zone 4,3040,Indore Choithram,Active,29,89110,0,0
Zone 4,3040,Indore City,Active,13,59169,1,0
Zone 4,3040,Indore Corporate,Active,6,88567,0,0
Zone 4,3040,Indore Dynamic,Active,13,84251,1,0
Zone 4,3040,Indore Galaxy,Active,9,86052,0,0
Zone 4,3040,Indore Greater,Active,20,24061,0,0
Zone 4,3040,Indore Holkar,Active,9,50628,0,0
Zone 4,3040,Indore Marshals,Active,19,89261,0,0
Zone 4,3040,Indore Navlakha,Active,6,53979,0,0
Zone 4,3040,Indore Nextgen,Active,9,227485,0,0
Zone 4,3040,Indore North,Active,21,52955,1,0
Zone 4,3040,Indore Valley,Active,6,223561,0,0
Zone 4,3040,Khandwa Nimar,Active,20,226516,0,0
Zone 4,3040,Khargone,Active,25,52312,0,0
Zone 4,3040,Khargone City,Active,10,90770,0,0
Zone 4,3040,Khurai,Active,5,224850,0,0
Zone 4,3040,Lakes Bhopal,Active,30,69892,1,0
Zone 4,3040,Manasa,Active,19,52063,0,0
Zone 4,3040,Mandsaur,Active,89,15114,0,0
Zone 4,3040,Mhow,Active,34,15183,2,0
Zone 4,3040,Mhow Cantt,Active,14,224159,0,0
Zone 4,3040,Narmadapuram,Active,12,31408,0,0
Zone 4,3040,Narmadapuram Royal,Active,9,226409,0,0
Zone 4,3040,Neemuch,Active,99,15121,0,0
Zone 4,3040,Neemuch Cantt.,Active,13,60810,0,0
Zone 4,3040,Neemuch Diamond,Active,13,86123,0,0
Zone 4,3040,New Bhopal,Active,5,224504,0,0
Zone 4,3040,New Petlawad,Active,18,88812,0,0
Zone 4,3040,Pandhurna,Active,6,91254,0,0
Zone 4,3040,Rajgarh,Active,6,76670,0,0
Zone 4,3040,Ratlam,Active,98,15128,1,0
Zone 4,3040,Ratlam Central,Active,43,24691,0,0
Zone 4,3040,Ratlam Platinum,Active,11,222254,0,0
Zone 4,3040,Ratlam Prime,Active,43,85319,0,0
Zone 4,3040,Sagar,Active,73,15192,0,0
Zone 4,3040,Sagar Central,Active,42,23047,0,0
Zone 4,3040,Sagar Grande,Active,8,85783,0,0
Zone 4,3040,Sagar Nexus,Active,16,227855,0,0
Zone 4,3040,Sagar Phoenix,Active,19,84247,0,0
Zone 4,3040,Sagar Sukun,Active,13,224890,0,0
Zone 4,3040,Sehore,Active,29,15193,0,0
Zone 4,3040,Sendhwa,Active,11,82472,0,0
Zone 4,3040,Smart City Dahod,Active,11,225671,0,0
Zone 4,3040,Sonkatch Navoday,Active,9,227649,0,0
Zone 4,3040,Ujjain Greater,Active,25,29607,1,0
Zone 4,3040,Ujjain Holy City,Active,6,69887,0,0
Zone 4,3040,Vidisha,Active,31,31447,0,0
Zone 4,3053,Ajmer Midtown,Active,73,15079,0,0
Zone 4,3053,Ajmer Sanyogita,Active,15,227391,0,0
Zone 4,3053,Alwar,Active,205,15080,1,0
Zone 4,3053,Alwar Aabha,Active,15,228006,0,0
Zone 4,3053,Alwar Central,Active,13,90721,0,0
Zone 4,3053,Alwar Fort,Active,53,74363,0,0
Zone 4,3053,Alwar Greater,Active,75,84203,0,0
Zone 4,3053,Alwar Sariska,Active,38,90554,0,0
Zone 4,3053,Alwar Shalimar,Active,5,226530,0,0
Zone 4,3053,Alwar Shourya,Active,44,88019,0,0
Zone 4,3053,Baran,Active,15,27887,0,0
Zone 4,3053,Beawar,Active,11,15084,0,0
Zone 4,3053,Bhind,Active,30,15085,0,0
Zone 4,3053,Bhiwadi Achievers,Active,26,226928,0,0
Zone 4,3053,Bhiwadi Tapukara,Active,5,88360,0,0
Zone 4,3053,Bikaner Aadhya,Active,49,89237,0,0
Zone 4,3053,Bikaner City,Active,6,224983,0,0
Zone 4,3053,Bikaner Marudhara,Active,49,85058,1,0
Zone 4,3053,Bikaner Midtown,Active,61,85528,0,0
Zone 4,3053,Bikaner Supreme,Active,7,225159,0,0
Zone 4,3053,Chambal Morena,Active,26,89167,0,0
Zone 4,3053,Dabra Sanjivni,Active,20,227191,0,0
Zone 4,3053,Dabra Sugar City,Active,46,57529,0,0
Zone 4,3053,Datia Midtown,Active,3,89886,1,0
Zone 4,3053,Dholpur City,Active,19,66735,0,0
Zone 4,3053,E-Club of Bhiwadi,Active,7,88358,0,0
Zone 4,3053,Guna,Active,54,15093,0,0
Zone 4,3053,Guna Royal,Active,35,83013,0,0
Zone 4,3053,Gwalior,Active,111,15094,4,0
Zone 4,3053,Gwalior Central,Active,68,27382,0,0
Zone 4,3053,Gwalior Fort,Active,28,226023,0,0
Zone 4,3053,Gwalior Imperial,Active,80,84047,0,0
Zone 4,3053,Gwalior Jagrati,Active,22,226344,0,0
Zone 4,3053,Gwalior Laurels,Active,104,85360,0,0
Zone 4,3053,Gwalior Mid-Town,Active,26,23785,0,0
Zone 4,3053,Gwalior Tansen,Active,38,77628,0,0
Zone 4,3053,Gwalior Tejas,Active,20,87976,0,0
Zone 4,3053,Gwalior Veerangana,Active,25,67016,0,0
Zone 4,3053,Jodhpur Aarya,Active,40,226335,0,0
Zone 4,3053,Jodhpur Bluecity,Active,49,89527,0,0
Zone 4,3053,Jodhpur Infinity,Active,21,87977,0,0
Zone 4,3053,Jodhpur Meridian,Active,28,226537,0,0
Zone 4,3053,Jodhpur Midtown,Active,142,51242,0,0
Zone 4,3053,Jodhpur Prerna,Active,33,226443,0,0
Zone 4,3053,Jodhpur Roundtown,Active,57,87109,0,0
Zone 4,3053,Kishangarh,Active,29,15109,0,0
Zone 4,3053,Kolayat,Active,6,225119,0,0
Zone 4,3053,Makrana,Active,28,76583,0,0
Zone 4,3053,Merta Meera,Active,9,90167,0,0
Zone 4,3053,Morena Maitri,Active,15,228227,0,0
Zone 4,3053,Morena Royals,Active,19,227227,0,0
Zone 4,3053,Nagaur,Active,11,50165,0,0
Zone 4,3053,Nasirabad,Active,47,15120,0,0
Zone 4,3053,Nokha,Active,13,79534,0,0
Zone 4,3053,Sardarshahr,Active,53,15132,0,0
Zone 4,3053,Shivpuri,Active,40,51268,0,0
Zone 4,3053,Shivpuri Crest,Active,15,227525,0,0
Zone 4,3053,Uprise Bikaner,Active,35,225509,0,0
Zone 4,3055,Adipur Kutch,Active,20,68355,0,0
Zone 4,3055,Adipur Samarth,Active,11,226932,0,0
Zone 4,3055,Ahmedabad,Active,28,15075,0,0
Zone 4,3055,Ahmedabad Atulya,Active,17,228012,0,0
Zone 4,3055,Ahmedabad Biker's Paradise,Active,22,228061,0,0
Zone 4,3055,Ahmedabad Chandkheda,Active,7,226129,0,0
Zone 4,3055,Ahmedabad Elite,Active,11,82942,0,0
Zone 4,3055,Ahmedabad Imperial,Active,7,227199,0,0
Zone 4,3055,Ahmedabad Mahanagar,Active,29,55197,0,0
Zone 4,3055,Ahmedabad Mid Town,Active,20,52185,1,0
Zone 4,3055,Ahmedabad Narol,Active,13,85424,0,0
Zone 4,3055,Ahmedabad Nexus,Active,22,226362,0,0
Zone 4,3055,Ahmedabad River Front,Active,10,88852,0,0
Zone 4,3055,Ahmedabad Science City,Active,10,227197,0,0
Zone 4,3055,Ahmedabad Sindhu Bhavan,Active,15,227624,0,0
Zone 4,3055,Ahmedabad Skyline Capitals,Active,7,227830,0,0
Zone 4,3055,Ahmedabad Solitaire,Active,1,226154,0,0
Zone 4,3055,Ahmedabad South,Active,10,15077,0,0
Zone 4,3055,Ahmedabad Synergy,Active,7,227200,0,0
Zone 4,3055,Ahmedabad West,Active,38,24368,1,0
Zone 4,3055,Ahore,Active,7,222732,0,0
Zone 4,3055,Ambaji,Active,21,15081,0,0
Zone 4,3055,Anjar,Active,63,22143,1,0
Zone 4,3055,Balotra Rani sa,Active,15,227621,0,0
Zone 4,3055,Barmer,Active,7,222185,1,0
Zone 4,3055,Becharaji,Active,7,227194,0,0
Zone 4,3055,Bhinmal,Active,7,222251,0,0
Zone 4,3055,Bhuj Capital,Active,19,82390,0,0
Zone 4,3055,Capital Gandhinagar,Active,20,69275,0,0
Zone 4,3055,Cosmopolitan Ahmedabad,Active,29,85320,1,0
Zone 4,3055,Deodar,Active,4,226038,0,0
Zone 4,3055,Gandhinagar,Active,42,23786,1,0
Zone 4,3055,Himatnagar Heritage,Active,17,228183,0,0
Zone 4,3055,Jaisalmer Goldencity,Active,5,89598,0,0
Zone 4,3055,Jaisalmer Swarn Nagari,Active,24,63500,0,0
Zone 4,3055,Kalol City,Active,20,67134,0,0
Zone 4,3055,Madhapar,Active,9,226439,0,0
Zone 4,3055,Mount Abu,Active,6,22528,0,0
Zone 4,3055,Mount Abu Arbudanchal,Active,28,226784,0,0
Zone 4,3055,Nakhatrana,Active,5,226883,0,0
Zone 4,3055,Patan City,Active,5,30988,0,0
Zone 4,3055,Radhanpur,Active,25,83056,0,0
Zone 4,3055,Raniwara,Active,8,222684,0,0
Zone 4,3055,Sabarmati (Ahmedabad),Active,48,15129,1,0
Zone 4,3055,Sanchore,Active,7,222322,0,0
Zone 4,3055,Sayla,Active,7,226763,0,0
Zone 4,3055,Sheoganj Sumerpur,Active,8,226265,0,0
Zone 4,3055,Sirohi,Active,9,226437,0,0
Zone 4,3056,Banswara,Active,29,22635,0,0
Zone 4,3056,Bhilwara,Active,38,21764,1,0
Zone 4,3056,Brij Nagar Jhalawar,Active,34,29830,1,0
Zone 4,3056,Bundi,Active,55,26905,1,0
Zone 4,3056,Dudu,Active,26,54812,1,0
Zone 4,3056,Dungarpur,Active,12,23380,0,0
Zone 4,3056,Jaipur Citizen,Active,332,88795,1,0
Zone 4,3056,Jaipur City,Active,10,84735,0,0
Zone 4,3056,Jaipur Crown,Active,39,90540,0,0
Zone 4,3056,Jaipur Dignity,Active,67,87005,0,0
Zone 4,3056,Jaipur Diya,Active,7,224731,0,0
Zone 4,3056,Jaipur East,Active,11,15100,0,0
Zone 4,3056,Jaipur Elite,Active,4,222982,1,0
Zone 4,3056,Jaipur Emerald,Active,19,88957,0,0
Zone 4,3056,Jaipur Gem City,Active,9,91160,0,0
Zone 4,3056,Jaipur Global,Active,6,222706,0,0
Zone 4,3056,Jaipur Golfers,Active,9,227181,0,0
Zone 4,3056,Jaipur Greater,Active,4,222266,0,0
Zone 4,3056,Jaipur Gurukul,Active,39,88164,0,0
Zone 4,3056,Jaipur Heights,Active,7,222947,0,0
Zone 4,3056,Jaipur Heritage,Active,11,226866,0,0
Zone 4,3056,Jaipur Kings City,Active,7,91238,0,0
Zone 4,3056,Jaipur Kohinoor,Active,32,83459,1,0
Zone 4,3056,Jaipur Magic,Active,12,226376,0,0
Zone 4,3056,Jaipur Mahanagar,Active,8,83682,0,0
Zone 4,3056,Jaipur Management,Active,10,224734,0,0
Zone 4,3056,Jaipur Mansarovar,Active,24,53208,0,0
Zone 4,3056,Jaipur Marudhara,Active,8,91086,0,0
Zone 4,3056,Jaipur Marugandha,Active,38,51263,0,0
Zone 4,3056,Jaipur Metro,Active,24,64654,0,0
Zone 4,3056,Jaipur Mid Town,Active,117,22024,0,0
Zone 4,3056,Jaipur North,Active,24,82643,0,0
Zone 4,3056,Jaipur Organ Donation,Active,16,224624,0,0
Zone 4,3056,Jaipur Pearl,Active,20,222743,0,0
Zone 4,3056,Jaipur Pink City,Active,36,53335,0,0
Zone 4,3056,Jaipur Pride,Active,18,73240,0,0
Zone 4,3056,Jaipur Researchers,Active,6,224732,0,0
Zone 4,3056,Jaipur Sankalp,Active,15,90667,0,0
Zone 4,3056,Jaipur Sanskar,Active,9,89515,0,0
Zone 4,3056,Jaipur South,Active,56,24846,0,0
Zone 4,3056,Jaipur Sparkle,Active,32,227662,0,0
Zone 4,3056,Jaipur Udaan,Active,15,90773,0,0
Zone 4,3056,Jaipur United,Active,13,227037,0,0
Zone 4,3056,Jaipur Youth Connect,Active,16,228235,0,0
Zone 4,3056,Kota Divine,Active,40,90414,0,0
Zone 4,3056,Kota South,Active,22,89776,0,0
Zone 4,3056,Kushalgarh,Active,24,222494,0,0
Zone 4,3056,Malpura City,Active,18,73982,0,0
Zone 4,3056,Malpura Green,Active,20,82913,0,0
Zone 4,3056,Padmini Kota,Active,65,69377,0,0
Zone 4,3056,Ringas,Active,9,86051,0,0
Zone 4,3056,Sagwara,Active,6,222662,0,0
Zone 4,3056,Sawai Madhopur City,Active,6,90701,0,0
Zone 4,3056,Shri Madhopur Sunrise,Active,14,84045,0,0
Zone 4,3056,Sikar,Active,51,27459,0,0
Zone 4,3056,Tonk,Active,6,51243,0,0
Zone 4,3056,Tonk Banas,Active,13,222265,0,0
Zone 4,3056,Udaipur Elite,Active,32,75928,0,0
Zone 4,3056,Udaipur Pannadhai,Active,16,227203,0,0
Zone 4,3056,Udaipur Udai,Active,21,85346,0,0
Zone 4,3060,Anand,Active,19,15146,0,0
Zone 4,3060,Anand Milkcity,Active,13,88991,0,0
Zone 4,3060,Ankleshwar,Active,116,15147,1,0
Zone 4,3060,Baroda Jawaharnagar,Active,63,15175,0,0
Zone 4,3060,Bharuch Heritage,Active,15,226277,0,0
Zone 4,3060,Billimora,Active,21,15155,0,0
Zone 4,3060,Borsad Suncity,Active,10,54809,0,0
Zone 4,3060,Cambay,Active,23,15160,0,0
Zone 4,3060,Chhoti Kashi Jamnagar,Active,69,89227,0,0
Zone 4,3060,Chikhli River Front,Active,74,89348,0,0
Zone 4,3060,Dadra & Nagar Haveli,Active,38,85099,0,0
Zone 4,3060,Dahej,Active,33,86313,0,0
Zone 4,3060,Dahej Sea Face,Active,24,227145,0,0
Zone 4,3060,Daman,Active,35,222649,1,0
Zone 4,3060,Dhrangadhra,Active,15,15091,0,0
Zone 4,3060,Dhule Connect,Active,91,228007,0,0
Zone 4,3060,Dhule Cross Road,Active,20,54849,1,0
Zone 4,3060,Dondaicha,Active,39,15169,0,0
Zone 4,3060,Dondaicha Seniors,Active,52,86859,0,0
Zone 4,3060,Gandevi,Active,52,52967,0,0
Zone 4,3060,Gondal,Active,36,24982,0,0
Zone 4,3060,Imagica Jamnagar,Active,34,88002,0,0
Zone 4,3060,Jetpur,Active,51,15176,0,0
Zone 4,3060,Junagadh,Active,89,15179,1,0
Zone 4,3060,Kamrej,Active,21,225432,0,0
Zone 4,3060,Keshod,Active,24,69886,0,0
Zone 4,3060,Kheda,Active,15,228063,0,0
Zone 4,3060,Mahuva,Active,20,227521,0,0
Zone 4,3060,Morbi Elite,Active,8,226968,0,0
Zone 4,3060,Nadiad,Active,8,15184,0,0
Zone 4,3060,Nadiad Green City,Active,103,91020,0,0
Zone 4,3060,Nandurbar,Active,16,15185,0,0
Zone 4,3060,Petlad Round Town,Active,72,222587,0,0
Zone 4,3060,Porbandar,Active,53,15189,0,0
Zone 4,3060,Rajkot Metro,Active,25,58524,0,0
Zone 4,3060,Rajkot Nyari Dam,Active,15,228033,0,0
Zone 4,3060,Rajkot Royals,Active,22,227792,0,0
Zone 4,3060,Sachin,Active,26,28659,0,0
Zone 4,3060,Sarigam,Active,59,30837,0,0
Zone 4,3060,Senoras Jamnagar,Active,16,85585,0,0
Zone 4,3060,Shindakheda,Active,32,83575,1,0
Zone 4,3060,Silvassa,Active,20,227438,0,0
Zone 4,3060,Sojitra,Active,35,222001,0,0
Zone 4,3060,Sojitra Health Equity,Active,57,227161,0,0
Zone 4,3060,Surat East,Active,208,52203,1,0
Zone 4,3060,Surat Metro,Active,47,222253,1,0
Zone 4,3060,Surat Sea Face,Active,91,28709,0,0
Zone 4,3060,Surat Udaan,Active,16,228027,0,0
Zone 4,3060,Surat West,Active,39,31549,0,0
Zone 4,3060,Tarapur,Active,23,24744,0,0
Zone 4,3060,Umreth,Active,5,15208,0,0
Zone 4,3060,Una,Active,16,228002,0,0
Zone 4,3060,Vadodara Aarambh,Active,21,227498,0,0
Zone 4,3060,Vadodara Banyan City,Active,28,225155,0,0
Zone 4,3060,Vadodara Heritage,Active,17,222060,1,0
Zone 4,3060,Vallabh Vidyanagar,Active,8,15209,0,0
Zone 4,3060,Veraval,Active,40,15211,0,0
Zone 4,3070,Akhnoor,Active,31,29205,1,0
