Business Unit,NF Cust Number,Club Name,Club Type,Club Base,Collector,District,Zone / Section,Billable Member Count,Country,No. Items, USD Outstanding ,Current Zone,Officer,Verify,Outstanding INR,outstanding,outstandingINR,outstandingUSD,isAtRisk,RI Zone
RTY IND BU,8828050,Ramdeobaba University (RBU),ROTARACT CLUB,University,Ruma Mondal,3030,6,14,India,1,66.38,6,Yes,Yes,6372,6372,6372,66.38,FALSE,Zone 6
RTY IND BU,214833,Santaji Mahavidyalaya,ROTARACT CLUB,University,Ruma Mondal,3030,6,12,India,1,66.38,6,No,Yes,6372,6372,6372,66.38,FALSE,Zone 6
RTY IND BU,8826686,"G H Raisoni College of Arts, Commerce and Science",ROTARACT CLUB,University,Ruma Mondal,3030,6,7,India,1,43.37,6,No,Yes,4164,4164,4164,43.37,FALSE,Zone 6
RTY IND BU,213079,N.I.T. Polytechnic,ROTARACT CLUB,University,Ruma Mondal,3030,6,1,India,2,40.62,6,No,Yes,3900,3900,3900,40.62,FALSE,Zone 6
RTY IND BU,217113,Smt. Manorambai Mundle College of Architecture,ROTARACT CLUB,University,Ruma Mondal,3030,6,3,India,2,32.45,6,No,Yes,3115,3115,3115,32.45,FALSE,Zone 6
RTY IND BU,89706,Sadabai Raisoli Women's College,ROTARACT CLUB,University,Ruma Mondal,3030,6,2,India,2,21.63,6,No,Yes,2076,2076,2076,21.63,FALSE,Zone 6
RTY IND BU,212291,TGPCA,ROTARACT CLUB,University,Ruma Mondal,3030,6,1,India,3,15.92,6,No,Yes,1528,1528,1528,15.92,FALSE,Zone 6
RTY IND BU,8826359,KR Pandav Mahavidyalaya,ROTARACT CLUB,University,Ruma Mondal,3030,6,14,India,1,14.94,6,No,Yes,1434,1434,1434,14.94,FALSE,Zone 6
RTY IND BU,217297,"Rajkumar Kewalramani Kanya, Mahavidyalaya",ROTARACT CLUB,University,Ruma Mondal,3030,6,1,India,2,10.82,6,No,Yes,1039,1039,1039,10.82,FALSE,Zone 6
RTY IND BU,217117,Shri Lemdeo Patil Mahvidhyalaya,ROTARACT CLUB,University,Ruma Mondal,3030,6,1,India,2,10.82,6,No,Yes,1039,1039,1039,10.82,FALSE,Zone 6
RTY IND BU,8825995,Meghdoot Symbiosis Indore,ROTARACT CLUB,University,Ruma Mondal,3040,4,31,India,1,236.52,4,No,Yes,22706,22706,22706,236.52,TRUE,Zone 4
RTY IND BU,8824425,Prashanti,ROTARACT CLUB,University,Ruma Mondal,3040,4,18,India,3,148.93,4,No,Yes,14297,14297,14297,148.93,TRUE,Zone 4
RTY IND BU,8827876,Chhindwara City,ROTARACT CLUB,Community,Ruma Mondal,3040,4,15,India,1,132.75,4,Yes,Yes,12744,12744,12744,132.75,TRUE,Zone 4
RTY IND BU,218416,Indore United,ROTARACT CLUB,Community,Ruma Mondal,3040,4,7,India,2,122.56,4,No,Yes,11766,11766,11766,122.56,TRUE,Zone 4
RTY IND BU,8823998,Bhopal Marvels,ROTARACT CLUB,Community,Ruma Mondal,3040,4,5,India,2,102.78,4,No,Yes,9867,9867,9867,102.78,TRUE,Zone 4
RTY IND BU,8825285,Ujjain Greater,ROTARACT CLUB,Community,Ruma Mondal,3040,4,5,India,2,94.32,4,No,Yes,9055,9055,9055,94.32,TRUE,Zone 4
RTY IND BU,217630,Mhow Community,ROTARACT CLUB,Community,Ruma Mondal,3040,4,9,India,1,85.58,4,No,Yes,8216,8216,8216,85.58,TRUE,Zone 4
RTY IND BU,217732,Chhindwara,ROTARACT CLUB,Community,Ruma Mondal,3040,4,9,India,1,79.65,4,No,Yes,7646,7646,7646,79.65,TRUE,Zone 4
RTY IND BU,213762,Bhopal Shahpura,ROTARACT CLUB,Community,Ruma Mondal,3040,4,6,India,1,53.1,4,Yes,Yes,5098,5098,5098,53.1,FALSE,Zone 4
RTY IND BU,8825807,Acropolis Civil,ROTARACT CLUB,University,Ruma Mondal,3040,4,8,India,1,45.18,4,Yes,Yes,4337,4337,4337,45.18,FALSE,Zone 4
RTY IND BU,8826333,error Luzira,ROTARACT CLUB,University,Ruma Mondal,3040,4,4,India,2,39.35,4,No,Yes,3778,3778,3778,39.35,FALSE,Zone 4
RTY IND BU,215778,Indore Dynamic,ROTARACT CLUB,Community,Ruma Mondal,3040,4,1,India,2,17.31,4,No,Yes,1662,1662,1662,17.31,FALSE,Zone 4
RTY IND BU,8825811,Jodhana,ROTARACT CLUB,Community,Ruma Mondal,3053,4,20,India,1,177,4,No,Yes,16992,16992,16992,177,TRUE,Zone 4
RTY IND BU,8826146,Bikaner Thar,ROTARACT CLUB,Community,Ruma Mondal,3053,4,18,India,1,159.3,4,No,Yes,15293,15293,15293,159.3,TRUE,Zone 4
RTY IND BU,8827719,Ajmer Force,ROTARACT CLUB,Community,Ruma Mondal,3053,4,15,India,1,132.75,4,Yes,Yes,12744,12744,12744,132.75,TRUE,Zone 4
RTY IND BU,8826545,Jodhpur Jagrati,ROTARACT CLUB,Community,Ruma Mondal,3053,4,15,India,1,132.75,4,No,Yes,12744,12744,12744,132.75,TRUE,Zone 4
RTY IND BU,8827761,Swami Keshwanand Rajasthan Agricultural University,ROTARACT CLUB,University,Ruma Mondal,3053,4,21,India,1,116.16,4,No,Yes,11151,11151,11151,116.16,TRUE,Zone 4
RTY IND BU,218242,Datia,ROTARACT CLUB,Community,Ruma Mondal,3053,4,7,India,2,112.93,4,No,Yes,10841,10841,10841,112.93,TRUE,Zone 4
RTY IND BU,215911,Gwalior Youth,ROTARACT CLUB,Community,Ruma Mondal,3053,4,11,India,1,108.55,4,No,Yes,10421,10421,10421,108.55,TRUE,Zone 4
RTY IND BU,217776,Bikaner Marudhara,ROTARACT CLUB,Community,Ruma Mondal,3053,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,215918,Gwalior City,ROTARACT CLUB,Community,Ruma Mondal,3053,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8826137,"Aryan College, Ajmer",ROTARACT CLUB,University,Ruma Mondal,3053,4,19,India,1,105.09,4,No,Yes,10089,10089,10089,105.09,TRUE,Zone 4
RTY IND BU,217718,III TM GWALIOR,ROTARACT CLUB,University,Ruma Mondal,3053,4,3,India,3,47.75,4,No,Yes,4584,4584,4584,47.75,FALSE,Zone 4
RTY IND BU,8823242,Achiever Point Morena,ROTARACT CLUB,Community,Ruma Mondal,3053,4,3,India,1,26.55,4,No,Yes,2549,2549,2549,26.55,FALSE,Zone 4
RTY IND BU,215692,IIT Jodhpur,ROTARACT CLUB,University,Ruma Mondal,3053,4,2,India,1,11.06,4,No,Yes,1062,1062,1062,11.06,FALSE,Zone 4
RTY IND BU,8824019,Vyas Dental College and Hospital,ROTARACT CLUB,University,Ruma Mondal,3053,4,1,India,1,5.53,4,No,Yes,531,531,531,5.53,FALSE,Zone 4
RTY IND BU,8827440,Ahmedabad Harmony,ROTARACT CLUB,Community,Ruma Mondal,3055,4,25,India,1,221.25,4,Yes,Yes,21240,21240,21240,221.25,TRUE,Zone 4
RTY IND BU,8827436,Ahmedabad Skyline Stars,ROTARACT CLUB,Community,Ruma Mondal,3055,4,18,India,1,166.71,4,Yes,Yes,16004,16004,16004,166.71,TRUE,Zone 4
RTY IND BU,8827712,Ahmedabad Vasna Young,ROTARACT CLUB,Community,Ruma Mondal,3055,4,16,India,1,141.6,4,Yes,Yes,13594,13594,13594,141.6,TRUE,Zone 4
RTY IND BU,218424,Ahmedabad Transcend,ROTARACT CLUB,Community,Ruma Mondal,3055,4,14,India,1,128.35,4,No,Yes,12322,12322,12322,128.35,TRUE,Zone 4
RTY IND BU,214130,Ahmedabad Emerald,ROTARACT CLUB,Community,Ruma Mondal,3055,4,13,India,1,126.91,4,Yes,Yes,12183,12183,12183,126.91,TRUE,Zone 4
RTY IND BU,213987,Ahmedabad Supreme,ROTARACT CLUB,Community,Ruma Mondal,3055,4,14,India,1,123.9,4,No,Yes,11894,11894,11894,123.9,TRUE,Zone 4
RTY IND BU,218476,Abu Road,ROTARACT CLUB,Community,Ruma Mondal,3055,4,3,India,4,92.73,4,No,Yes,8902,8902,8902,92.73,TRUE,Zone 4
RTY IND BU,218344,Palanpur Youth Town,ROTARACT CLUB,Community,Ruma Mondal,3055,4,3,India,3,84.57,4,No,Yes,8119,8119,8119,84.57,TRUE,Zone 4
RTY IND BU,8824345,Ahmedabad Metro,ROTARACT CLUB,Community,Ruma Mondal,3055,4,8,India,1,81.18,4,No,Yes,7793,7793,7793,81.18,TRUE,Zone 4
RTY IND BU,8826242,Gandhinagar Gift City,ROTARACT CLUB,Community,Ruma Mondal,3055,4,4,India,2,68.02,4,Yes,Yes,6530,6530,6530,68.02,FALSE,Zone 4
RTY IND BU,216309,"DNP Arts and Commerce College, Deesa",ROTARACT CLUB,University,Ruma Mondal,3055,4,3,India,4,63.05,4,No,Yes,6053,6053,6053,63.05,FALSE,Zone 4
RTY IND BU,216034,Aadarsh Ahmedabad,ROTARACT CLUB,University,Ruma Mondal,3055,4,3,India,4,63.05,4,No,Yes,6053,6053,6053,63.05,FALSE,Zone 4
RTY IND BU,8826748,Ahmedabad Zen,ROTARACT CLUB,Community,Ruma Mondal,3055,4,4,India,1,39.11,4,No,Yes,3755,3755,3755,39.11,FALSE,Zone 4
RTY IND BU,8824233,Divine Samarpan,ROTARACT CLUB,Community,Ruma Mondal,3055,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8823490,Balotra,ROTARACT CLUB,Community,Ruma Mondal,3055,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,215511,Ahmedabad Suryoday,ROTARACT CLUB,Community,Ruma Mondal,3055,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8824795,Radhanpur,ROTARACT CLUB,Community,Ruma Mondal,3055,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,217174,G I T (Gandhinagar Institute of Technology),ROTARACT CLUB,University,Ruma Mondal,3055,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,217802,GLS Institute of Design,ROTARACT CLUB,University,Ruma Mondal,3055,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,74890,Ahmedabad Zankar,ROTARACT CLUB,Community,Ruma Mondal,3055,4,1,India,2,17.31,4,No,Yes,1662,1662,1662,17.31,FALSE,Zone 4
RTY IND BU,215326,L.D.C.E.,ROTARACT CLUB,University,Ruma Mondal,3055,4,14,India,1,6,4,Yes,Yes,576,576,576,6,FALSE,Zone 4
RTY IND BU,92012,Yuva Bhardwaj Foundation,ROTARACT CLUB,Community,Ruma Mondal,3056,4,4,India,3,101.88,4,No,Yes,9780,9780,9780,101.88,TRUE,Zone 4
RTY IND BU,8827881,Shri Mahaveer College,ROTARACT CLUB,University,Ruma Mondal,3056,4,18,India,1,99.56,4,Yes,Yes,9558,9558,9558,99.56,TRUE,Zone 4
RTY IND BU,8825907,"Swami Keshvanand Institute of Technology, Management and Gramothan",ROTARACT CLUB,University,Ruma Mondal,3056,4,5,India,3,76.07,4,No,Yes,7303,7303,7303,76.07,TRUE,Zone 4
RTY IND BU,8827009,Doomshell Academy of Advance Computing,ROTARACT CLUB,University,Ruma Mondal,3056,4,13,India,1,71.91,4,No,Yes,6903,6903,6903,71.91,FALSE,Zone 4
RTY IND BU,8826747,Udaipur Aishwarya Drishty,ROTARACT CLUB,University,Ruma Mondal,3056,4,12,India,1,66.38,4,No,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,8823491,Rajasthan Dental College,ROTARACT CLUB,University,Ruma Mondal,3056,4,12,India,1,66.38,4,No,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,218714,Dudu,ROTARACT CLUB,Community,Ruma Mondal,3056,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,5771,Jaipur,ROTARACT CLUB,Community,Ruma Mondal,3056,4,3,India,1,27.29,4,No,Yes,2620,2620,2620,27.29,FALSE,Zone 4
RTY IND BU,8823270,Jaipur Bapu Nagar,ROTARACT CLUB,Community,Ruma Mondal,3056,4,3,India,1,26.55,4,No,Yes,2549,2549,2549,26.55,FALSE,Zone 4
RTY IND BU,218514,Brij Nagar Jhalawar,ROTARACT CLUB,Community,Ruma Mondal,3056,4,1,India,3,25.47,4,No,Yes,2445,2445,2445,25.47,FALSE,Zone 4
RTY IND BU,218423,Bundi Veer Kumbha,ROTARACT CLUB,Community,Ruma Mondal,3056,4,2,India,1,17.7,4,No,Yes,1699,1699,1699,17.7,FALSE,Zone 4
RTY IND BU,218579,Ahan,ROTARACT CLUB,Community,Ruma Mondal,3056,4,1,India,1,8.85,4,No,Yes,850,850,850,8.85,FALSE,Zone 4
RTY IND BU,8824024,Aravali Institute of Technical Studies,ROTARACT CLUB,University,Ruma Mondal,3056,4,1,India,1,5.53,4,No,Yes,531,531,531,5.53,FALSE,Zone 4
RTY IND BU,8827446,Mahemdabad Femina,ROTARACT CLUB,Community,Ruma Mondal,3060,4,16,India,1,141.6,4,No,Yes,13594,13594,13594,141.6,TRUE,Zone 4
RTY IND BU,8827321,Navapur,ROTARACT CLUB,Community,Ruma Mondal,3060,4,15,India,1,132.75,4,No,Yes,12744,12744,12744,132.75,TRUE,Zone 4
RTY IND BU,8823225,Ankleshwar,ROTARACT CLUB,Community,Ruma Mondal,3060,4,15,India,1,132.75,4,Yes,Yes,12744,12744,12744,132.75,TRUE,Zone 4
RTY IND BU,215372,Jamnagar Smile,ROTARACT CLUB,University,Ruma Mondal,3060,4,12,India,2,129.81,4,No,Yes,12462,12462,12462,129.81,TRUE,Zone 4
RTY IND BU,217712,NANDNAGARI,ROTARACT CLUB,Community,Ruma Mondal,3060,4,8,India,2,127.01,4,Yes,Yes,12193,12193,12193,127.01,TRUE,Zone 4
RTY IND BU,218248,TNRAO College,ROTARACT CLUB,University,Ruma Mondal,3060,4,3,India,4,63.05,4,No,Yes,6053,6053,6053,63.05,FALSE,Zone 4
RTY IND BU,80072,Shindkheda,ROTARACT CLUB,Community,Ruma Mondal,3060,4,2,India,2,34.61,4,No,Yes,3323,3323,3323,34.61,FALSE,Zone 4
RTY IND BU,218548,Amreli,ROTARACT CLUB,Community,Ruma Mondal,3060,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8823549,Surat,ROTARACT CLUB,Community,Ruma Mondal,3060,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,213392,GCET College,ROTARACT CLUB,University,Ruma Mondal,3060,4,2,India,3,31.83,4,No,Yes,3056,3056,3056,31.83,FALSE,Zone 4
RTY IND BU,8824195,Akhnoor Supreme,ROTARACT CLUB,Community,Ruma Mondal,3070,4,19,India,1,168.15,4,No,Yes,16142,16142,16142,168.15,TRUE,Zone 4
RTY IND BU,215082,Ludhiana North,ROTARACT CLUB,Community,Ruma Mondal,3070,4,14,India,1,149.84,4,No,Yes,14385,14385,14385,149.84,TRUE,Zone 4
RTY IND BU,8824322,Mount Himalayas,ROTARACT CLUB,Community,Ruma Mondal,3070,4,8,India,2,136.54,4,No,Yes,13108,13108,13108,136.54,TRUE,Zone 4
RTY IND BU,8826790,Chief Khalsa Diwan International Nursing College,ROTARACT CLUB,University,Ruma Mondal,3070,4,12,India,2,129.81,4,No,Yes,12462,12462,12462,129.81,TRUE,Zone 4
RTY IND BU,8826889,Prem Chand Markanda SD College,ROTARACT CLUB,University,Ruma Mondal,3070,4,12,India,3,129.81,4,No,Yes,12462,12462,12462,129.81,TRUE,Zone 4
RTY IND BU,88469,Apeejay College of Fine Arts,ROTARACT CLUB,University,Ruma Mondal,3070,4,4,India,4,84.07,4,No,Yes,8071,8071,8071,84.07,TRUE,Zone 4
RTY IND BU,8826909,Kanhya Lal Butail Dayanand Anglo Vedic College for Girls (Palampur),ROTARACT CLUB,University,Ruma Mondal,3070,4,12,India,1,66.38,4,No,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,217560,"Swami Ganga Giri Janta Girls College, Raikot",ROTARACT CLUB,University,Ruma Mondal,3070,4,4,India,4,54.8,4,No,Yes,5261,5261,5261,54.8,FALSE,Zone 4
RTY IND BU,217559,"Khalsa College for Women, Ghumar Mandi",ROTARACT CLUB,University,Ruma Mondal,3070,4,2,India,4,42.03,4,No,Yes,4035,4035,4035,42.03,FALSE,Zone 4
RTY IND BU,216556,"Govt. College for Girls, Ludhiana",ROTARACT CLUB,University,Ruma Mondal,3070,4,3,India,2,38.66,4,No,Yes,3711,3711,3711,38.66,FALSE,Zone 4
RTY IND BU,222319,Bilaspur,ROTARACT CLUB,Community,Ruma Mondal,3070,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8823285,Sunder Nagar,ROTARACT CLUB,Community,Ruma Mondal,3070,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8823392,Mandi,ROTARACT CLUB,Community,Ruma Mondal,3070,4,1,India,4,33.63,4,No,Yes,3228,3228,3228,33.63,FALSE,Zone 4
RTY IND BU,8824259,"Medicos RPGMC Tanda, Kangra",ROTARACT CLUB,University,Ruma Mondal,3070,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,8824325,Vallabhian,ROTARACT CLUB,University,Ruma Mondal,3070,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,8823995,Dharamshala Central,ROTARACT CLUB,University,Ruma Mondal,3070,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,8824152,AIMETC,ROTARACT CLUB,University,Ruma Mondal,3070,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,8823443,MLSM College Sunder Nagar,ROTARACT CLUB,University,Ruma Mondal,3070,4,1,India,4,21.02,4,No,Yes,2018,2018,2018,21.02,FALSE,Zone 4
RTY IND BU,8824403,Pt. Mohan Lal S.D. College,ROTARACT CLUB,University,Ruma Mondal,3070,4,3,India,1,16.59,4,No,Yes,1593,1593,1593,16.59,FALSE,Zone 4
RTY IND BU,8826498,Noble Nexus,ROTARACT CLUB,Community,Ruma Mondal,3080,4,79,India,1,748.81,4,Yes,Yes,71886,71886,71886,748.81,TRUE,Zone 4
RTY IND BU,8827277,Chandigarh Group of College Landran (Mohali),ROTARACT CLUB,University,Ruma Mondal,3080,4,92,India,1,508.88,4,Yes,Yes,48852,48852,48852,508.88,TRUE,Zone 4
RTY IND BU,8827250,Chandigarh Group of College Jhanjeri,ROTARACT CLUB,University,Ruma Mondal,3080,4,73,India,1,403.78,4,Yes,Yes,38763,38763,38763,403.78,TRUE,Zone 4
RTY IND BU,213191,Shimla Midtown,ROTARACT CLUB,Community,Ruma Mondal,3080,4,19,India,2,339.07,4,No,Yes,32551,32551,32551,339.07,TRUE,Zone 4
RTY IND BU,8827310,"College Of Pharmacy, Bela (Ropar)",ROTARACT CLUB,University,Ruma Mondal,3080,4,53,India,1,293.16,4,Yes,Yes,28143,28143,28143,293.16,TRUE,Zone 4
RTY IND BU,8824396,Sri Guru Gobind Singh College,ROTARACT CLUB,University,Ruma Mondal,3080,4,41,India,1,226.78,4,Yes,Yes,21771,21771,21771,226.78,TRUE,Zone 4
RTY IND BU,8826941,Government College Ropar,ROTARACT CLUB,University,Ruma Mondal,3080,4,36,India,1,199.13,4,No,Yes,19116,19116,19116,199.13,TRUE,Zone 4
RTY IND BU,8825600,Rayat College of Law,ROTARACT CLUB,University,Ruma Mondal,3080,4,35,India,1,193.59,4,Yes,Yes,18585,18585,18585,193.59,TRUE,Zone 4
RTY IND BU,212375,Yamuna Nagar Riviera,ROTARACT CLUB,Community,Ruma Mondal,3080,4,20,India,1,188.86,4,Yes,Yes,18131,18131,18131,188.86,TRUE,Zone 4
RTY IND BU,8826691,Kurukshetra,ROTARACT CLUB,Community,Ruma Mondal,3080,4,18,India,1,159.3,4,No,Yes,15293,15293,15293,159.3,TRUE,Zone 4
RTY IND BU,8827314,Maharaja Agrasen College (Jagadhri North),ROTARACT CLUB,University,Ruma Mondal,3080,4,26,India,1,143.81,4,Yes,Yes,13806,13806,13806,143.81,TRUE,Zone 4
RTY IND BU,8826489,Panjab University Champions,ROTARACT CLUB,University,Ruma Mondal,3080,4,13,India,2,140.62,4,No,Yes,13500,13500,13500,140.62,TRUE,Zone 4
RTY IND BU,8826494,Global Research Group of Institutions Radaur,ROTARACT CLUB,University,Ruma Mondal,3080,4,12,India,2,129.81,4,No,Yes,12462,12462,12462,129.81,TRUE,Zone 4
RTY IND BU,8826254,Panipat Institute of Engineering and Technology (PIET),ROTARACT CLUB,University,Ruma Mondal,3080,4,12,India,2,129.81,4,No,Yes,12462,12462,12462,129.81,TRUE,Zone 4
RTY IND BU,8827465,Pehowa,ROTARACT CLUB,Community,Ruma Mondal,3080,4,14,India,1,123.9,4,Yes,Yes,11894,11894,11894,123.9,TRUE,Zone 4
RTY IND BU,8827660,Alaknanda Valley,ROTARACT CLUB,Community,Ruma Mondal,3080,4,13,India,1,115.05,4,Yes,Yes,11045,11045,11045,115.05,TRUE,Zone 4
RTY IND BU,8827646,Matu Ram College Ladwa,ROTARACT CLUB,University,Ruma Mondal,3080,4,20,India,1,110.63,4,Yes,Yes,10620,10620,10620,110.63,TRUE,Zone 4
RTY IND BU,8827466,Roorkee Waves,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827657,Rishikesh Queens,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827463,Tricity Social,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827661,Rishikesh Young Central,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827619,Ladwa City,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827681,Rishikesh Royal,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827637,Doon Ganga Chidderwala,ROTARACT CLUB,Community,Ruma Mondal,3080,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,89525,Guru Nanak Khalsa College,ROTARACT CLUB,University,Ruma Mondal,3080,4,17,India,1,94.03,4,No,Yes,9027,9027,9027,94.03,TRUE,Zone 4
RTY IND BU,8827896,Chandigarh College of Architecture,ROTARACT CLUB,University,Ruma Mondal,3080,4,16,India,1,88.5,4,Yes,Yes,8496,8496,8496,88.5,TRUE,Zone 4
RTY IND BU,90878,DAV College Ambala City,ROTARACT CLUB,University,Ruma Mondal,3080,4,5,India,3,80.45,4,No,Yes,7723,7723,7723,80.45,TRUE,Zone 4
RTY IND BU,8825136,Mohali City,ROTARACT CLUB,Community,Ruma Mondal,3080,4,10,India,1,80.02,4,No,Yes,7682,7682,7682,80.02,TRUE,Zone 4
RTY IND BU,8827680,JMIT Radaur,ROTARACT CLUB,University,Ruma Mondal,3080,4,14,India,1,77.44,4,Yes,Yes,7434,7434,7434,77.44,TRUE,Zone 4
RTY IND BU,218740,Law College Dehradun U U,ROTARACT CLUB,University,Ruma Mondal,3080,4,10,India,1,75.76,4,Yes,Yes,7273,7273,7273,75.76,TRUE,Zone 4
RTY IND BU,8823778,Positive Abilities,ROTARACT CLUB,Community,Ruma Mondal,3080,4,6,India,1,69.41,4,No,Yes,6663,6663,6663,69.41,FALSE,Zone 4
RTY IND BU,8826767,Kalka Heritage,ROTARACT CLUB,Community,Ruma Mondal,3080,4,6,India,2,67.87,4,Yes,Yes,6516,6516,6516,67.87,FALSE,Zone 4
RTY IND BU,8827576,Indira Gandhi National College Ladwa,ROTARACT CLUB,University,Ruma Mondal,3080,4,12,India,1,66.38,4,Yes,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,8827662,Bajrang Institute Rishikesh,ROTARACT CLUB,University,Ruma Mondal,3080,4,12,India,1,66.38,4,Yes,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,8827206,IMS Unison University Dehradun,ROTARACT CLUB,University,Ruma Mondal,3080,4,12,India,1,66.38,4,No,Yes,6372,6372,6372,66.38,FALSE,Zone 4
RTY IND BU,216132,Guru Nanak Institutes (GNITM),ROTARACT CLUB,University,Ruma Mondal,3080,4,11,India,1,60.84,4,No,Yes,5841,5841,5841,60.84,FALSE,Zone 4
RTY IND BU,8824883,Doon Shivalik Hills,ROTARACT CLUB,Community,Ruma Mondal,3080,4,1,India,3,35.72,4,No,Yes,3429,3429,3429,35.72,FALSE,Zone 4
RTY IND BU,8825914,Hanumangarh Pink,ROTARACT CLUB,Community,Ruma Mondal,3090,4,14,India,1,177.27,4,No,Yes,17018,17018,17018,177.27,TRUE,Zone 4
RTY IND BU,8827534,Sunam Star,ROTARACT CLUB,Community,Ruma Mondal,3090,4,14,India,1,123.9,4,No,Yes,11894,11894,11894,123.9,TRUE,Zone 4
RTY IND BU,8827473,Pilibanga Pioneering,ROTARACT CLUB,Community,Ruma Mondal,3090,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827633,Mansa Star Pioneering,ROTARACT CLUB,Community,Ruma Mondal,3090,4,12,India,1,106.2,4,Yes,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8827469,Tibbi Pioneering,ROTARACT CLUB,Community,Ruma Mondal,3090,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8826709,Midtown Patiala,ROTARACT CLUB,Community,Ruma Mondal,3090,4,12,India,1,106.2,4,No,Yes,10195,10195,10195,106.2,TRUE,Zone 4
RTY IND BU,8826879,"District Institute of Education & Training (DIET), Nabha",ROTARACT CLUB,University,Ruma Mondal,3090,4,13,India,2,82.39,4,No,Yes,7909,7909,7909,82.39,TRUE,Zone 4
RTY IND BU,8826118,Sri Ganganagar Visionaries,ROTARACT CLUB,Community,Ruma Mondal,3090,4,6,India,1,77.56,4,Yes,Yes,7446,7446,7446,77.56,TRUE,Zone 4
RTY IND BU,8824037,Moga City,ROTARACT CLUB,Community,Ruma Mondal,3090,4,4,India,2,69.23,4,No,Yes,6646,6646,6646,69.23,FALSE,Zone 4
RTY IND BU,8827007,Nabha Vibrant,ROTARACT CLUB,Community,Ruma Mondal,3090,4,7,India,1,61.95,4,Yes,Yes,5947,5947,5947,61.95,FALSE,Zone 4
RTY IND BU,8825838,Ganganagar Youth,ROTARACT CLUB,Community,Ruma Mondal,3090,4,5,India,1,44.25,4,No,Yes,4248,4248,4248,44.25,FALSE,Zone 4
RTY IND BU,218370,Rajpura Greater,ROTARACT CLUB,Community,Ruma Mondal,3090,4,1,India,3,25.47,4,No,Yes,2445,2445,2445,25.47,FALSE,Zone 4
